 time            v(inp)          v(inn)          v(out)         
 1.76372800e-02 -7.59507507e-04  7.59507507e-04 -9.52003158e-01 
 1.76382800e-02 -7.63579691e-04  7.63579691e-04 -9.52179936e-01 
 1.76392800e-02 -7.67621730e-04  7.67621730e-04 -9.52355186e-01 
 1.76402800e-02 -7.71633465e-04  7.71633465e-04 -9.52527915e-01 
 1.76412800e-02 -7.75614737e-04  7.75614737e-04 -9.52699149e-01 
 1.76422800e-02 -7.79565389e-04  7.79565389e-04 -9.52867887e-01 
 1.76432800e-02 -7.83485265e-04  7.83485265e-04 -9.53035164e-01 
 1.76442800e-02 -7.87374210e-04  7.87374210e-04 -9.53199969e-01 
 1.76452800e-02 -7.91232071e-04  7.91232071e-04 -9.53363343e-01 
 1.76462800e-02 -7.95058696e-04  7.95058696e-04 -9.53524268e-01 
 1.76472800e-02 -7.98853933e-04  7.98853933e-04 -9.53683794e-01 
 1.76482800e-02 -8.02617633e-04  8.02617633e-04 -9.53840893e-01 
 1.76492800e-02 -8.06349647e-04  8.06349647e-04 -9.53996620e-01 
 1.76502800e-02 -8.10049828e-04  8.10049828e-04 -9.54149943e-01 
 1.76512800e-02 -8.13718029e-04  8.13718029e-04 -9.54301922e-01 
 1.76522800e-02 -8.17354106e-04  8.17354106e-04 -9.54451517e-01 
 1.76532800e-02 -8.20957915e-04  8.20957915e-04 -9.54599795e-01 
 1.76542800e-02 -8.24529314e-04  8.24529314e-04 -9.54745709e-01 
 1.76552800e-02 -8.28068163e-04  8.28068163e-04 -9.54890332e-01 
 1.76562800e-02 -8.31574320e-04  8.31574320e-04 -9.55032608e-01 
 1.76572800e-02 -8.35047648e-04  8.35047648e-04 -9.55173620e-01 
 1.76582800e-02 -8.38488011e-04  8.38488011e-04 -9.55312303e-01 
 1.76592800e-02 -8.41895271e-04  8.41895271e-04 -9.55449745e-01 
 1.76602800e-02 -8.45269294e-04  8.45269294e-04 -9.55584876e-01 
 1.76612800e-02 -8.48609948e-04  8.48609948e-04 -9.55718789e-01 
 1.76622800e-02 -8.51917100e-04  8.51917100e-04 -9.55850409e-01 
 1.76632800e-02 -8.55190620e-04  8.55190620e-04 -9.55980832e-01 
 1.76642800e-02 -8.58430378e-04  8.58430378e-04 -9.56108977e-01 
 1.76652800e-02 -8.61636247e-04  8.61636247e-04 -9.56235948e-01 
 1.76662800e-02 -8.64808100e-04  8.64808100e-04 -9.56360658e-01 
 1.76672800e-02 -8.67945812e-04  8.67945812e-04 -9.56484213e-01 
 1.76682800e-02 -8.71049259e-04  8.71049259e-04 -9.56605521e-01 
 1.76692800e-02 -8.74118318e-04  8.74118318e-04 -9.56725695e-01 
 1.76702800e-02 -8.77152869e-04  8.77152869e-04 -9.56843636e-01 
 1.76712800e-02 -8.80152791e-04  8.80152791e-04 -9.56960463e-01 
 1.76722800e-02 -8.83117966e-04  8.83117966e-04 -9.57075071e-01 
 1.76732800e-02 -8.86048277e-04  8.86048277e-04 -9.57188582e-01 
 1.76742800e-02 -8.88943609e-04  8.88943609e-04 -9.57299888e-01 
 1.76752800e-02 -8.91803847e-04  8.91803847e-04 -9.57410116e-01 
 1.76762800e-02 -8.94628877e-04  8.94628877e-04 -9.57518151e-01 
 1.76772800e-02 -8.97418590e-04  8.97418590e-04 -9.57625124e-01 
 1.76782800e-02 -9.00172874e-04  9.00172874e-04 -9.57729917e-01 
 1.76792800e-02 -9.02891620e-04  9.02891620e-04 -9.57833665e-01 
 1.76802800e-02 -9.05574722e-04  9.05574722e-04 -9.57935245e-01 
 1.76812800e-02 -9.08222073e-04  9.08222073e-04 -9.58035795e-01 
 1.76822800e-02 -9.10833569e-04  9.10833569e-04 -9.58134188e-01 
 1.76832800e-02 -9.13409108e-04  9.13409108e-04 -9.58231568e-01 
 1.76842800e-02 -9.15948586e-04  9.15948586e-04 -9.58326801e-01 
 1.76852800e-02 -9.18451904e-04  9.18451904e-04 -9.58421036e-01 
 1.76862800e-02 -9.20918963e-04  9.20918963e-04 -9.58513134e-01 
 1.76872800e-02 -9.23349666e-04  9.23349666e-04 -9.58604248e-01 
 1.76882800e-02 -9.25743917e-04  9.25743917e-04 -9.58693236e-01 
 1.76892800e-02 -9.28101621e-04  9.28101621e-04 -9.58781252e-01 
 1.76902800e-02 -9.30422685e-04  9.30422685e-04 -9.58867153e-01 
 1.76912800e-02 -9.32707018e-04  9.32707018e-04 -9.58952095e-01 
 1.76922800e-02 -9.34954529e-04  9.34954529e-04 -9.59034931e-01 
 1.76932800e-02 -9.37165129e-04  9.37165129e-04 -9.59116821e-01 
 1.76942800e-02 -9.39338732e-04  9.39338732e-04 -9.59196612e-01 
 1.76952800e-02 -9.41475251e-04  9.41475251e-04 -9.59275470e-01 
 1.76962800e-02 -9.43574603e-04  9.43574603e-04 -9.59352239e-01 
 1.76972800e-02 -9.45636704e-04  9.45636704e-04 -9.59428085e-01 
 1.76982800e-02 -9.47661473e-04  9.47661473e-04 -9.59501850e-01 
 1.76992800e-02 -9.49648829e-04  9.49648829e-04 -9.59574704e-01 
 1.77002800e-02 -9.51598695e-04  9.51598695e-04 -9.59645483e-01 
 1.77012800e-02 -9.53510994e-04  9.53510994e-04 -9.59715363e-01 
 1.77022800e-02 -9.55385650e-04  9.55385650e-04 -9.59783175e-01 
 1.77032800e-02 -9.57222588e-04  9.57222588e-04 -9.59850098e-01 
 1.77042800e-02 -9.59021737e-04  9.59021737e-04 -9.59914960e-01 
 1.77052800e-02 -9.60783026e-04  9.60783026e-04 -9.59978943e-01 
 1.77062800e-02 -9.62506385e-04  9.62506385e-04 -9.60040871e-01 
 1.77072800e-02 -9.64191745e-04  9.64191745e-04 -9.60101929e-01 
 1.77082800e-02 -9.65839041e-04  9.65839041e-04 -9.60160939e-01 
 1.77092800e-02 -9.67448207e-04  9.67448207e-04 -9.60219088e-01 
 1.77102800e-02 -9.69019180e-04  9.69019180e-04 -9.60275194e-01 
 1.77112800e-02 -9.70551898e-04  9.70551898e-04 -9.60330448e-01 
 1.77122800e-02 -9.72046300e-04  9.72046300e-04 -9.60383665e-01 
 1.77132800e-02 -9.73502327e-04  9.73502327e-04 -9.60436037e-01 
 1.77142800e-02 -9.74919922e-04  9.74919922e-04 -9.60486377e-01 
 1.77152800e-02 -9.76299029e-04  9.76299029e-04 -9.60535880e-01 
 1.77162800e-02 -9.77639593e-04  9.77639593e-04 -9.60583356e-01 
 1.77172800e-02 -9.78941562e-04  9.78941562e-04 -9.60630003e-01 
 1.77182800e-02 -9.80204884e-04  9.80204884e-04 -9.60674625e-01 
 1.77192800e-02 -9.81429509e-04  9.81429509e-04 -9.60718427e-01 
 1.77202800e-02 -9.82615389e-04  9.82615389e-04 -9.60760208e-01 
 1.77212800e-02 -9.83762477e-04  9.83762477e-04 -9.60801174e-01 
 1.77222800e-02 -9.84870727e-04  9.84870727e-04 -9.60840124e-01 
 1.77232800e-02 -9.85940097e-04  9.85940097e-04 -9.60878265e-01 
 1.77242800e-02 -9.86970543e-04  9.86970543e-04 -9.60914393e-01 
 1.77252800e-02 -9.87962026e-04  9.87962026e-04 -9.60949718e-01 
 1.77262800e-02 -9.88914505e-04  9.88914505e-04 -9.60983033e-01 
 1.77272800e-02 -9.89827944e-04  9.89827944e-04 -9.61015551e-01 
 1.77282800e-02 -9.90702306e-04  9.90702306e-04 -9.61046060e-01 
 1.77292800e-02 -9.91537557e-04  9.91537557e-04 -9.61075779e-01 
 1.77302800e-02 -9.92333664e-04  9.92333664e-04 -9.61103490e-01 
 1.77312800e-02 -9.93090595e-04  9.93090595e-04 -9.61130416e-01 
 1.77322800e-02 -9.93808320e-04  9.93808320e-04 -9.61155337e-01 
 1.77332800e-02 -9.94486812e-04  9.94486812e-04 -9.61179477e-01 
 1.77342800e-02 -9.95126043e-04  9.95126043e-04 -9.61201612e-01 
 1.77352800e-02 -9.95725988e-04  9.95725988e-04 -9.61222972e-01 
 1.77362800e-02 -9.96286623e-04  9.96286623e-04 -9.61242328e-01 
 1.77372800e-02 -9.96807927e-04  9.96807927e-04 -9.61260912e-01 
 1.77382800e-02 -9.97289879e-04  9.97289879e-04 -9.61277493e-01 
 1.77392800e-02 -9.97732459e-04  9.97732459e-04 -9.61293306e-01 
 1.77402800e-02 -9.98135651e-04  9.98135651e-04 -9.61307117e-01 
 1.77412800e-02 -9.98499438e-04  9.98499438e-04 -9.61320162e-01 
 1.77422800e-02 -9.98823805e-04  9.98823805e-04 -9.61331206e-01 
 1.77432800e-02 -9.99108741e-04  9.99108741e-04 -9.61341487e-01 
 1.77442800e-02 -9.99354234e-04  9.99354234e-04 -9.61349766e-01 
 1.77452800e-02 -9.99560274e-04  9.99560274e-04 -9.61357285e-01 
 1.77462800e-02 -9.99726853e-04  9.99726853e-04 -9.61362801e-01 
 1.77472800e-02 -9.99853965e-04  9.99853965e-04 -9.61367560e-01 
 1.77482800e-02 -9.99941604e-04  9.99941604e-04 -9.61370315e-01 
 1.77492800e-02 -9.99989767e-04  9.99989767e-04 -9.61372315e-01 
 1.77502800e-02 -9.99998452e-04  9.99998452e-04 -9.61372309e-01 
 1.77512800e-02 -9.99967659e-04  9.99967659e-04 -9.61371550e-01 
 1.77522800e-02 -9.99897389e-04  9.99897389e-04 -9.61368784e-01 
 1.77532800e-02 -9.99787645e-04  9.99787645e-04 -9.61365266e-01 
 1.77542800e-02 -9.99638431e-04  9.99638431e-04 -9.61359740e-01 
 1.77552800e-02 -9.99449753e-04  9.99449753e-04 -9.61353462e-01 
 1.77562800e-02 -9.99221618e-04  9.99221618e-04 -9.61345172e-01 
 1.77572800e-02 -9.98954036e-04  9.98954036e-04 -9.61336133e-01 
 1.77582800e-02 -9.98647017e-04  9.98647017e-04 -9.61325080e-01 
 1.77592800e-02 -9.98300572e-04  9.98300572e-04 -9.61313277e-01 
 1.77602800e-02 -9.97914717e-04  9.97914717e-04 -9.61299457e-01 
 1.77612800e-02 -9.97489466e-04  9.97489466e-04 -9.61284887e-01 
 1.77622800e-02 -9.97024835e-04  9.97024835e-04 -9.61268297e-01 
 1.77632800e-02 -9.96520844e-04  9.96520844e-04 -9.61250957e-01 
 1.77642800e-02 -9.95977512e-04  9.95977512e-04 -9.61231593e-01 
 1.77652800e-02 -9.95394860e-04  9.95394860e-04 -9.61211479e-01 
 1.77662800e-02 -9.94772912e-04  9.94772912e-04 -9.61189337e-01 
 1.77672800e-02 -9.94111692e-04  9.94111692e-04 -9.61166443e-01 
 1.77682800e-02 -9.93411226e-04  9.93411226e-04 -9.61141517e-01 
 1.77692800e-02 -9.92671541e-04  9.92671541e-04 -9.61115839e-01 
 1.77702800e-02 -9.91892668e-04  9.91892668e-04 -9.61088123e-01 
 1.77712800e-02 -9.91074637e-04  9.91074637e-04 -9.61059654e-01 
 1.77722800e-02 -9.90217480e-04  9.90217480e-04 -9.61029142e-01 
 1.77732800e-02 -9.89321230e-04  9.89321230e-04 -9.60997875e-01 
 1.77742800e-02 -9.88385924e-04  9.88385924e-04 -9.60964560e-01 
 1.77752800e-02 -9.87411598e-04  9.87411598e-04 -9.60930487e-01 
 1.77762800e-02 -9.86398291e-04  9.86398291e-04 -9.60894361e-01 
 1.77772800e-02 -9.85346043e-04  9.85346043e-04 -9.60857474e-01 
 1.77782800e-02 -9.84254894e-04  9.84254894e-04 -9.60818527e-01 
 1.77792800e-02 -9.83124889e-04  9.83124889e-04 -9.60778818e-01 
 1.77802800e-02 -9.81956072e-04  9.81956072e-04 -9.60737042e-01 
 1.77812800e-02 -9.80748489e-04  9.80748489e-04 -9.60694500e-01 
 1.77822800e-02 -9.79502188e-04  9.79502188e-04 -9.60649884e-01 
 1.77832800e-02 -9.78217218e-04  9.78217218e-04 -9.60604500e-01 
 1.77842800e-02 -9.76893629e-04  9.76893629e-04 -9.60557034e-01 
 1.77852800e-02 -9.75531474e-04  9.75531474e-04 -9.60508796e-01 
 1.77862800e-02 -9.74130807e-04  9.74130807e-04 -9.60458467e-01 
 1.77872800e-02 -9.72691683e-04  9.72691683e-04 -9.60407363e-01 
 1.77882800e-02 -9.71214159e-04  9.71214159e-04 -9.60354161e-01 
 1.77892800e-02 -9.69698293e-04  9.69698293e-04 -9.60300179e-01 
 1.77902800e-02 -9.68144144e-04  9.68144144e-04 -9.60244089e-01 
 1.77912800e-02 -9.66551775e-04  9.66551775e-04 -9.60187215e-01 
 1.77922800e-02 -9.64921249e-04  9.64921249e-04 -9.60128225e-01 
 1.77932800e-02 -9.63252629e-04  9.63252629e-04 -9.60068445e-01 
 1.77942800e-02 -9.61545981e-04  9.61545981e-04 -9.60006539e-01 
 1.77952800e-02 -9.59801373e-04  9.59801373e-04 -9.59943839e-01 
 1.77962800e-02 -9.58018874e-04  9.58018874e-04 -9.59879002e-01 
 1.77972800e-02 -9.56198554e-04  9.56198554e-04 -9.59813366e-01 
 1.77982800e-02 -9.54340484e-04  9.54340484e-04 -9.59745583e-01 
 1.77992800e-02 -9.52444740e-04  9.52444740e-04 -9.59676993e-01 
 1.78002800e-02 -9.50511394e-04  9.50511394e-04 -9.59606246e-01 
 1.78012800e-02 -9.48540523e-04  9.48540523e-04 -9.59534687e-01 
 1.78022800e-02 -9.46532206e-04  9.46532206e-04 -9.59460959e-01 
 1.78032800e-02 -9.44486521e-04  9.44486521e-04 -9.59386412e-01 
 1.78042800e-02 -9.42403550e-04  9.42403550e-04 -9.59309684e-01 
 1.78052800e-02 -9.40283374e-04  9.40283374e-04 -9.59232129e-01 
 1.78062800e-02 -9.38126078e-04  9.38126078e-04 -9.59152382e-01 
 1.78072800e-02 -9.35931746e-04  9.35931746e-04 -9.59071801e-01 
 1.78082800e-02 -9.33700464e-04  9.33700464e-04 -9.58989014e-01 
 1.78092800e-02 -9.31432322e-04  9.31432322e-04 -9.58905386e-01 
 1.78102800e-02 -9.29127409e-04  9.29127409e-04 -9.58819538e-01 
 1.78112800e-02 -9.26785815e-04  9.26785815e-04 -9.58732841e-01 
 1.78122800e-02 -9.24407633e-04  9.24407633e-04 -9.58643911e-01 
 1.78132800e-02 -9.21992958e-04  9.21992958e-04 -9.58554122e-01 
 1.78142800e-02 -9.19541883e-04  9.19541883e-04 -9.58462086e-01 
 1.78152800e-02 -9.17054507e-04  9.17054507e-04 -9.58369182e-01 
 1.78162800e-02 -9.14530927e-04  9.14530927e-04 -9.58274016e-01 
 1.78172800e-02 -9.11971242e-04  9.11971242e-04 -9.58177974e-01 
 1.78182800e-02 -9.09375555e-04  9.09375555e-04 -9.58079653e-01 
 1.78192800e-02 -9.06743967e-04  9.06743967e-04 -9.57980446e-01 
 1.78202800e-02 -9.04076583e-04  9.04076583e-04 -9.57878944e-01 
 1.78212800e-02 -9.01373507e-04  9.01373507e-04 -9.57776546e-01 
 1.78222800e-02 -8.98634846e-04  8.98634846e-04 -9.57671836e-01 
 1.78232800e-02 -8.95860709e-04  8.95860709e-04 -9.57566220e-01 
 1.78242800e-02 -8.93051204e-04  8.93051204e-04 -9.57458274e-01 
 1.78252800e-02 -8.90206444e-04  8.90206444e-04 -9.57349411e-01 
 1.78262800e-02 -8.87326540e-04  8.87326540e-04 -9.57238200e-01 
 1.78272800e-02 -8.84411605e-04  8.84411605e-04 -9.57126060e-01 
 1.78282800e-02 -8.81461756e-04  8.81461756e-04 -9.57011554e-01 
 1.78292800e-02 -8.78477108e-04  8.78477108e-04 -9.56896106e-01 
 1.78302800e-02 -8.75457779e-04  8.75457779e-04 -9.56778273e-01 
 1.78312800e-02 -8.72403889e-04  8.72403889e-04 -9.56659486e-01 
 1.78322800e-02 -8.69315557e-04  8.69315557e-04 -9.56538293e-01 
 1.78332800e-02 -8.66192907e-04  8.66192907e-04 -9.56416133e-01 
 1.78342800e-02 -8.63036060e-04  8.63036060e-04 -9.56291547e-01 
 1.78352800e-02 -8.59845143e-04  8.59845143e-04 -9.56165978e-01 
 1.78362800e-02 -8.56620280e-04  8.56620280e-04 -9.56037963e-01 
 1.78372800e-02 -8.53361600e-04  8.53361600e-04 -9.55908952e-01 
 1.78382800e-02 -8.50069230e-04  8.50069230e-04 -9.55777471e-01 
 1.78392800e-02 -8.46743301e-04  8.46743301e-04 -9.55644979e-01 
 1.78402800e-02 -8.43383944e-04  8.43383944e-04 -9.55509994e-01 
 1.78412800e-02 -8.39991291e-04  8.39991291e-04 -9.55373982e-01 
 1.78422800e-02 -8.36565477e-04  8.36565477e-04 -9.55235454e-01 
 1.78432800e-02 -8.33106637e-04  8.33106637e-04 -9.55095883e-01 
 1.78442800e-02 -8.29614908e-04  8.29614908e-04 -9.54953770e-01 
 1.78452800e-02 -8.26090426e-04  8.26090426e-04 -9.54810597e-01 
 1.78462800e-02 -8.22533332e-04  8.22533332e-04 -9.54664857e-01 
 1.78472800e-02 -8.18943766e-04  8.18943766e-04 -9.54518039e-01 
 1.78482800e-02 -8.15321869e-04  8.15321869e-04 -9.54368627e-01 
 1.78492800e-02 -8.11667785e-04  8.11667785e-04 -9.54218119e-01 
 1.78502800e-02 -8.07981657e-04  8.07981657e-04 -9.54064990e-01 
 1.78512800e-02 -8.04263632e-04  8.04263632e-04 -9.53910744e-01 
 1.78522800e-02 -8.00513856e-04  8.00513856e-04 -9.53753849e-01 
 1.78532800e-02 -7.96732476e-04  7.96732476e-04 -9.53595818e-01 
 1.78542800e-02 -7.92919644e-04  7.92919644e-04 -9.53435106e-01 
 1.78552800e-02 -7.89075508e-04  7.89075508e-04 -9.53273238e-01 
 1.78562800e-02 -7.85200220e-04  7.85200220e-04 -9.53108659e-01 
 1.78572800e-02 -7.81293935e-04  7.81293935e-04 -9.52942902e-01 
 1.78582800e-02 -7.77356805e-04  7.77356805e-04 -9.52774401e-01 
 1.78592800e-02 -7.73388987e-04  7.73388987e-04 -9.52604699e-01 
 1.78602800e-02 -7.69390636e-04  7.69390636e-04 -9.52432220e-01 
 1.78612800e-02 -7.65361911e-04  7.65361911e-04 -9.52258516e-01 
 1.78622800e-02 -7.61302971e-04  7.61302971e-04 -9.52082001e-01 
 1.78632800e-02 -7.57213977e-04  7.57213977e-04 -9.51904235e-01 
 1.78642800e-02 -7.53095088e-04  7.53095088e-04 -9.51723622e-01 
 1.78652800e-02 -7.48946469e-04  7.48946469e-04 -9.51541732e-01 
 1.78662800e-02 -7.44768282e-04  7.44768282e-04 -9.51356957e-01 
 1.78672800e-02 -7.40560694e-04  7.40560694e-04 -9.51170879e-01 
 1.78682800e-02 -7.36323869e-04  7.36323869e-04 -9.50981876e-01 
 1.78692800e-02 -7.32057976e-04  7.32057976e-04 -9.50791542e-01 
 1.78702800e-02 -7.27763182e-04  7.27763182e-04 -9.50598241e-01 
 1.78712800e-02 -7.23439657e-04  7.23439657e-04 -9.50403579e-01 
 1.78722800e-02 -7.19087572e-04  7.19087572e-04 -9.50205909e-01 
 1.78732800e-02 -7.14707099e-04  7.14707099e-04 -9.50006845e-01 
 1.78742800e-02 -7.10298410e-04  7.10298410e-04 -9.49804729e-01 
 1.78752800e-02 -7.05861680e-04  7.05861680e-04 -9.49601187e-01 
 1.78762800e-02 -7.01397084e-04  7.01397084e-04 -9.49394545e-01 
 1.78772800e-02 -6.96904798e-04  6.96904798e-04 -9.49186444e-01 
 1.78782800e-02 -6.92384999e-04  6.92384999e-04 -9.48975194e-01 
 1.78792800e-02 -6.87837866e-04  6.87837866e-04 -9.48762448e-01 
 1.78802800e-02 -6.83263579e-04  6.83263579e-04 -9.48546503e-01 
 1.78812800e-02 -6.78662317e-04  6.78662317e-04 -9.48329024e-01 
 1.78822800e-02 -6.74034263e-04  6.74034263e-04 -9.48108292e-01 
 1.78832800e-02 -6.69379599e-04  6.69379599e-04 -9.47885986e-01 
 1.78842800e-02 -6.64698509e-04  6.64698509e-04 -9.47660372e-01 
 1.78852800e-02 -6.59991178e-04  6.59991178e-04 -9.47433142e-01 
 1.78862800e-02 -6.55257792e-04  6.55257792e-04 -9.47202544e-01 
 1.78872800e-02 -6.50498537e-04  6.50498537e-04 -9.46970286e-01 
 1.78882800e-02 -6.45713602e-04  6.45713602e-04 -9.46734600e-01 
 1.78892800e-02 -6.40903175e-04  6.40903175e-04 -9.46497206e-01 
 1.78902800e-02 -6.36067446e-04  6.36067446e-04 -9.46256319e-01 
 1.78912800e-02 -6.31206607e-04  6.31206607e-04 -9.46013675e-01 
 1.78922800e-02 -6.26320848e-04  6.26320848e-04 -9.45767469e-01 
 1.78932800e-02 -6.21410364e-04  6.21410364e-04 -9.45519455e-01 
 1.78942800e-02 -6.16475347e-04  6.16475347e-04 -9.45267807e-01 
 1.78952800e-02 -6.11515993e-04  6.11515993e-04 -9.45014295e-01 
 1.78962800e-02 -6.06532497e-04  6.06532497e-04 -9.44757073e-01 
 1.78972800e-02 -6.01525056e-04  6.01525056e-04 -9.44497929e-01 
 1.78982800e-02 -5.96493868e-04  5.96493868e-04 -9.44234996e-01 
 1.78992800e-02 -5.91439132e-04  5.91439132e-04 -9.43970076e-01 
 1.79002800e-02 -5.86361046e-04  5.86361046e-04 -9.43701284e-01 
 1.79012800e-02 -5.81259812e-04  5.81259812e-04 -9.43430439e-01 
 1.79022800e-02 -5.76135631e-04  5.76135631e-04 -9.43155632e-01 
 1.79032800e-02 -5.70988705e-04  5.70988705e-04 -9.42878702e-01 
 1.79042800e-02 -5.65819238e-04  5.65819238e-04 -9.42597714e-01 
 1.79052800e-02 -5.60627433e-04  5.60627433e-04 -9.42314527e-01 
 1.79062800e-02 -5.55413495e-04  5.55413495e-04 -9.42027182e-01 
 1.79072800e-02 -5.50177630e-04  5.50177630e-04 -9.41737558e-01 
 1.79082800e-02 -5.44920046e-04  5.44920046e-04 -9.41443668e-01 
 1.79092800e-02 -5.39640949e-04  5.39640949e-04 -9.41147412e-01 
 1.79102800e-02 -5.34340547e-04  5.34340547e-04 -9.40846777e-01 
 1.79112800e-02 -5.29019051e-04  5.29019051e-04 -9.40543683e-01 
 1.79122800e-02 -5.23676670e-04  5.23676670e-04 -9.40236088e-01 
 1.79132800e-02 -5.18313616e-04  5.18313616e-04 -9.39925934e-01 
 1.79142800e-02 -5.12930099e-04  5.12930099e-04 -9.39611149e-01 
 1.79152800e-02 -5.07526332e-04  5.07526332e-04 -9.39293698e-01 
 1.79162800e-02 -5.02102530e-04  5.02102530e-04 -9.38971475e-01 
 1.79172800e-02 -4.96658905e-04  4.96658905e-04 -9.38646471e-01 
 1.79182800e-02 -4.91195673e-04  4.91195673e-04 -9.38316545e-01 
 1.79192800e-02 -4.85713049e-04  4.85713049e-04 -9.37983712e-01 
 1.79202800e-02 -4.80211250e-04  4.80211250e-04 -9.37645796e-01 
 1.79212800e-02 -4.74690493e-04  4.74690493e-04 -9.37304837e-01 
 1.79222800e-02 -4.69150997e-04  4.69150997e-04 -9.36958620e-01 
 1.79232800e-02 -4.63592979e-04  4.63592979e-04 -9.36609213e-01 
 1.79242800e-02 -4.58016659e-04  4.58016659e-04 -9.36254360e-01 
 1.79252800e-02 -4.52422257e-04  4.52422257e-04 -9.35896154e-01 
 1.79262800e-02 -4.46809995e-04  4.46809995e-04 -9.35532298e-01 
 1.79272800e-02 -4.41180093e-04  4.41180093e-04 -9.35164913e-01 
 1.79282800e-02 -4.35532775e-04  4.35532775e-04 -9.34791656e-01 
 1.79292800e-02 -4.29868262e-04  4.29868262e-04 -9.34414677e-01 
 1.79302800e-02 -4.24186779e-04  4.24186779e-04 -9.34031581e-01 
 1.79312800e-02 -4.18488549e-04  4.18488549e-04 -9.33644551e-01 
 1.79322800e-02 -4.12773799e-04  4.12773799e-04 -9.33251139e-01 
 1.79332800e-02 -4.07042752e-04  4.07042752e-04 -9.32853557e-01 
 1.79342800e-02 -4.01295637e-04  4.01295637e-04 -9.32449300e-01 
 1.79352800e-02 -3.95532679e-04  3.95532679e-04 -9.32040613e-01 
 1.79362800e-02 -3.89754106e-04  3.89754106e-04 -9.31624928e-01 
 1.79372800e-02 -3.83960146e-04  3.83960146e-04 -9.31204522e-01 
 1.79382800e-02 -3.78151028e-04  3.78151028e-04 -9.30776761e-01 
 1.79392800e-02 -3.72326981e-04  3.72326981e-04 -9.30343955e-01 
 1.79402800e-02 -3.66488236e-04  3.66488236e-04 -9.29903394e-01 
 1.79412800e-02 -3.60635022e-04  3.60635022e-04 -9.29457423e-01 
 1.79422800e-02 -3.54767571e-04  3.54767571e-04 -9.29003251e-01 
 1.79432800e-02 -3.48886114e-04  3.48886114e-04 -9.28543258e-01 
 1.79442800e-02 -3.42990884e-04  3.42990884e-04 -9.28074560e-01 
 1.79452800e-02 -3.37082113e-04  3.37082113e-04 -9.27599573e-01 
 1.79462800e-02 -3.31160035e-04  3.31160035e-04 -9.27115311e-01 
 1.79472800e-02 -3.25224883e-04  3.25224883e-04 -9.26624224e-01 
 1.79482800e-02 -3.19276892e-04  3.19276892e-04 -9.26123214e-01 
 1.79492800e-02 -3.13316296e-04  3.13316296e-04 -9.25614759e-01 
 1.79502800e-02 -3.07343331e-04  3.07343331e-04 -9.25095635e-01 
 1.79512800e-02 -3.01358233e-04  3.01358233e-04 -9.24568348e-01 
 1.79522800e-02 -2.95361237e-04  2.95361237e-04 -9.24029527e-01 
 1.79532800e-02 -2.89352582e-04  2.89352582e-04 -9.23481701e-01 
 1.79542800e-02 -2.83332503e-04  2.83332503e-04 -9.22921326e-01 
 1.79552800e-02 -2.77301238e-04  2.77301238e-04 -9.22350950e-01 
 1.79562800e-02 -2.71259027e-04  2.71259027e-04 -9.21766826e-01 
 1.79572800e-02 -2.65206106e-04  2.65206106e-04 -9.21171504e-01 
 1.79582800e-02 -2.59142715e-04  2.59142715e-04 -9.20560996e-01 
 1.79592800e-02 -2.53069094e-04  2.53069094e-04 -9.19937837e-01 
 1.79602800e-02 -2.46985483e-04  2.46985483e-04 -9.19297742e-01 
 1.79612800e-02 -2.40892120e-04  2.40892120e-04 -9.18643202e-01 
 1.79622800e-02 -2.34789248e-04  2.34789248e-04 -9.17969561e-01 
 1.79632800e-02 -2.28677107e-04  2.28677107e-04 -9.17279215e-01 
 1.79642800e-02 -2.22555938e-04  2.22555938e-04 -9.16567034e-01 
 1.79652800e-02 -2.16425982e-04  2.16425982e-04 -9.15835240e-01 
 1.79662800e-02 -2.10287483e-04  2.10287483e-04 -9.15078069e-01 
 1.79672800e-02 -2.04140682e-04  2.04140682e-04 -9.14297436e-01 
 1.79682800e-02 -1.97985821e-04  1.97985821e-04 -9.13486693e-01 
 1.79692800e-02 -1.91823145e-04  1.91823145e-04 -9.12647216e-01 
 1.79702800e-02 -1.85652896e-04  1.85652896e-04 -9.11771056e-01 
 1.79712800e-02 -1.79475317e-04  1.79475317e-04 -9.10858605e-01 
 1.79722800e-02 -1.73290653e-04  1.73290653e-04 -9.09899854e-01 
 1.79732800e-02 -1.67099148e-04  1.67099148e-04 -9.08893316e-01 
 1.79742800e-02 -1.60901046e-04  1.60901046e-04 -9.07825378e-01 
 1.79752800e-02 -1.54696592e-04  1.54696592e-04 -9.06690612e-01 
 1.79762800e-02 -1.48486031e-04  1.48486031e-04 -9.05468150e-01 
 1.79772800e-02 -1.42269607e-04  1.42269607e-04 -9.04142950e-01 
 1.79782800e-02 -1.36047568e-04  1.36047568e-04 -9.02675924e-01 
 1.79792800e-02 -1.29820157e-04  1.29820157e-04 -9.01021357e-01 
 1.79802800e-02 -1.23587621e-04  1.23587621e-04 -8.99071372e-01 
 1.79812800e-02 -1.17350206e-04  1.17350206e-04 -8.96601892e-01 
 1.79822800e-02 -1.11108159e-04  1.11108159e-04 -8.92691522e-01 
 1.79832800e-02 -1.04861725e-04  1.04861725e-04 -8.74328713e-01 
 1.79842800e-02 -9.86111512e-05  9.86111512e-05 -8.53899395e-01 
 1.79852800e-02 -9.23566845e-05  9.23566845e-05 -8.34546569e-01 
