 time            v(inp)          v(inn)          v(out)         
 1.53562800e-02  7.85200220e-04 -7.85200220e-04  8.06325607e-01 
 1.53572800e-02  7.81293935e-04 -7.81293935e-04  8.05895038e-01 
 1.53582800e-02  7.77356805e-04 -7.77356805e-04  8.05459812e-01 
 1.53592800e-02  7.73388987e-04 -7.73388987e-04  8.05015213e-01 
 1.53602800e-02  7.69390636e-04 -7.69390636e-04  8.04565705e-01 
 1.53612800e-02  7.65361911e-04 -7.65361911e-04  8.04106527e-01 
 1.53622800e-02  7.61302971e-04 -7.61302971e-04  8.03642169e-01 
 1.53632800e-02  7.57213977e-04 -7.57213977e-04  8.03167820e-01 
 1.53642800e-02  7.53095088e-04 -7.53095088e-04  8.02687996e-01 
 1.53652800e-02  7.48946469e-04 -7.48946469e-04  8.02197837e-01 
 1.53662800e-02  7.44768282e-04 -7.44768282e-04  8.01701882e-01 
 1.53672800e-02  7.40560694e-04 -7.40560694e-04  8.01195218e-01 
 1.53682800e-02  7.36323869e-04 -7.36323869e-04  8.00682412e-01 
 1.53692800e-02  7.32057976e-04 -7.32057976e-04  8.00158489e-01 
 1.53702800e-02  7.27763182e-04 -7.27763182e-04  7.99628046e-01 
 1.53712800e-02  7.23439657e-04 -7.23439657e-04  7.99086045e-01 
 1.53722800e-02  7.19087572e-04 -7.19087572e-04  7.98537108e-01 
 1.53732800e-02  7.14707099e-04 -7.14707099e-04  7.97976133e-01 
 1.53742800e-02  7.10298410e-04 -7.10298410e-04  7.97407767e-01 
 1.53752800e-02  7.05861680e-04 -7.05861680e-04  7.96826835e-01 
 1.53762800e-02  7.01397084e-04 -7.01397084e-04  7.96238014e-01 
 1.53772800e-02  6.96904798e-04 -6.96904798e-04  7.95636048e-01 
 1.53782800e-02  6.92384999e-04 -6.92384999e-04  7.95025641e-01 
 1.53792800e-02  6.87837866e-04 -6.87837866e-04  7.94401451e-01 
 1.53802800e-02  6.83263579e-04 -6.83263579e-04  7.93768210e-01 
 1.53812800e-02  6.78662317e-04 -6.78662317e-04  7.93120481e-01 
 1.53822800e-02  6.74034263e-04 -6.74034263e-04  7.92463021e-01 
 1.53832800e-02  6.69379599e-04 -6.69379599e-04  7.91790290e-01 
 1.53842800e-02  6.64698509e-04 -6.64698509e-04  7.91107069e-01 
 1.53852800e-02  6.59991178e-04 -6.59991178e-04  7.90407704e-01 
 1.53862800e-02  6.55257792e-04 -6.55257792e-04  7.89696997e-01 
 1.53872800e-02  6.50498537e-04 -6.50498537e-04  7.88969166e-01 
 1.53882800e-02  6.45713602e-04 -6.45713602e-04  7.88229032e-01 
 1.53892800e-02  6.40903175e-04 -6.40903175e-04  7.87470671e-01 
 1.53902800e-02  6.36067446e-04 -6.36067446e-04  7.86698915e-01 
 1.53912800e-02  6.31206607e-04 -6.31206607e-04  7.85907679e-01 
 1.53922800e-02  6.26320848e-04 -6.26320848e-04  7.85101802e-01 
 1.53932800e-02  6.21410364e-04 -6.21410364e-04  7.84275016e-01 
 1.53942800e-02  6.16475347e-04 -6.16475347e-04  7.83432155e-01 
 1.53952800e-02  6.11515993e-04 -6.11515993e-04  7.82566741e-01 
 1.53962800e-02  6.06532497e-04 -6.06532497e-04  7.81683587e-01 
 1.53972800e-02  6.01525056e-04 -6.01525056e-04  7.80775973e-01 
 1.53982800e-02  5.96493868e-04 -5.96493868e-04  7.79848674e-01 
 1.53992800e-02  5.91439132e-04 -5.91439132e-04  7.78894681e-01 
 1.54002800e-02  5.86361046e-04 -5.86361046e-04  7.77918701e-01 
 1.54012800e-02  5.81259812e-04 -5.81259812e-04  7.76913383e-01 
 1.54022800e-02  5.76135631e-04 -5.76135631e-04  7.75883327e-01 
 1.54032800e-02  5.70988705e-04 -5.70988705e-04  7.74820761e-01 
 1.54042800e-02  5.65819238e-04 -5.65819238e-04  7.73730124e-01 
 1.54052800e-02  5.60627433e-04 -5.60627433e-04  7.72603120e-01 
 1.54062800e-02  5.55413495e-04 -5.55413495e-04  7.71443941e-01 
 1.54072800e-02  5.50177630e-04 -5.50177630e-04  7.70243625e-01 
 1.54082800e-02  5.44920046e-04 -5.44920046e-04  7.69005988e-01 
 1.54092800e-02  5.39640949e-04 -5.39640949e-04  7.67721192e-01 
 1.54102800e-02  5.34340547e-04 -5.34340547e-04  7.66392479e-01 
 1.54112800e-02  5.29019051e-04 -5.29019051e-04  7.65008818e-01 
 1.54122800e-02  5.23676670e-04 -5.23676670e-04  7.63572554e-01 
 1.54132800e-02  5.18313616e-04 -5.18313616e-04  7.62070959e-01 
 1.54142800e-02  5.12930099e-04 -5.12930099e-04  7.60504930e-01 
 1.54152800e-02  5.07526332e-04 -5.07526332e-04  7.58859193e-01 
 1.54162800e-02  5.02102530e-04 -5.02102530e-04  7.57132190e-01 
 1.54172800e-02  4.96658905e-04 -4.96658905e-04  7.55304555e-01 
 1.54182800e-02  4.91195673e-04 -4.91195673e-04  7.53370282e-01 
 1.54192800e-02  4.85713049e-04 -4.85713049e-04  7.51302775e-01 
 1.54202800e-02  4.80211250e-04 -4.80211250e-04  7.49087155e-01 
 1.54212800e-02  4.74690493e-04 -4.74690493e-04  7.46682230e-01 
 1.54222800e-02  4.69150997e-04 -4.69150997e-04  7.44052539e-01 
 1.54232800e-02  4.63592979e-04 -4.63592979e-04  7.41120730e-01 
 1.54242800e-02  4.58016659e-04 -4.58016659e-04  7.37789598e-01 
 1.54252800e-02  4.52422257e-04 -4.52422257e-04  7.33852116e-01 
 1.54262800e-02  4.46809995e-04 -4.46809995e-04  7.28893306e-01 
 1.54272800e-02  4.41180093e-04 -4.41180093e-04  7.21498038e-01 
 1.54282800e-02  4.35532775e-04 -4.35532775e-04  7.06711476e-01 
 1.54292800e-02  4.29868262e-04 -4.29868262e-04  6.91333103e-01 
 1.54302800e-02  4.24186779e-04 -4.24186779e-04  6.76289688e-01 
 1.54312800e-02  4.18488549e-04 -4.18488549e-04  6.60810294e-01 
 1.54322800e-02  4.12773799e-04 -4.12773799e-04  6.45603214e-01 
 1.54332800e-02  4.07042752e-04 -4.07042752e-04  6.30005767e-01 
 1.54342800e-02  4.01295637e-04 -4.01295637e-04  6.14626148e-01 
 1.54352800e-02  3.95532679e-04 -3.95532679e-04  5.98907337e-01 
 1.54362800e-02  3.89754106e-04 -3.89754106e-04  5.83360689e-01 
 1.54372800e-02  3.83960146e-04 -3.83960146e-04  5.67517962e-01 
 1.54382800e-02  3.78151028e-04 -3.78151028e-04  5.51809171e-01 
 1.54392800e-02  3.72326981e-04 -3.72326981e-04  5.35840629e-01 
 1.54402800e-02  3.66488236e-04 -3.66488236e-04  5.19974064e-01 
 1.54412800e-02  3.60635022e-04 -3.60635022e-04  5.03878365e-01 
 1.54422800e-02  3.54767571e-04 -3.54767571e-04  4.87857967e-01 
 1.54432800e-02  3.48886114e-04 -3.48886114e-04  4.71634244e-01 
 1.54442800e-02  3.42990884e-04 -3.42990884e-04  4.55463595e-01 
 1.54452800e-02  3.37082113e-04 -3.37082113e-04  4.39111396e-01 
 1.54462800e-02  3.31160035e-04 -3.31160035e-04  4.22793786e-01 
 1.54472800e-02  3.25224883e-04 -3.25224883e-04  4.06313009e-01 
 1.54482800e-02  3.19276892e-04 -3.19276892e-04  3.89851489e-01 
 1.54492800e-02  3.13316296e-04 -3.13316296e-04  3.73242340e-01 
 1.54502800e-02  3.07343331e-04 -3.07343331e-04  3.56639766e-01 
 1.54512800e-02  3.01358233e-04 -3.01358233e-04  3.39902715e-01 
 1.54522800e-02  2.95361237e-04 -2.95361237e-04  3.23161788e-01 
 1.54532800e-02  2.89352582e-04 -2.89352582e-04  3.06297537e-01 
 1.54542800e-02  2.83332503e-04 -2.83332503e-04  2.89420832e-01 
 1.54552800e-02  2.77301238e-04 -2.77301238e-04  2.72430287e-01 
 1.54562800e-02  2.71259027e-04 -2.71259027e-04  2.55420284e-01 
 1.54572800e-02  2.65206106e-04 -2.65206106e-04  2.38304527e-01 
 1.54582800e-02  2.59142715e-04 -2.59142715e-04  2.21163634e-01 
 1.54592800e-02  2.53069094e-04 -2.53069094e-04  2.03923906e-01 
 1.54602800e-02  2.46985483e-04 -2.46985483e-04  1.86654476e-01 
 1.54612800e-02  2.40892120e-04 -2.40892120e-04  1.69292158e-01 
 1.54622800e-02  2.34789248e-04 -2.34789248e-04  1.51896510e-01 
 1.54632800e-02  2.28677107e-04 -2.28677107e-04  1.34413111e-01 
 1.54642800e-02  2.22555938e-04 -2.22555938e-04  1.16893539e-01 
 1.54652800e-02  2.16425982e-04 -2.16425982e-04  9.92906813e-02 
 1.54662800e-02  2.10287483e-04 -2.10287483e-04  8.16494694e-02 
 1.54672800e-02  2.04140682e-04 -2.04140682e-04  6.39288799e-02 
 1.54682800e-02  1.97985821e-04 -1.97985821e-04  4.61683125e-02 
 1.54692800e-02  1.91823145e-04 -1.91823145e-04  2.83318134e-02 
 1.54702800e-02  1.85652896e-04 -1.85652896e-04  1.04541827e-02 
 1.54712800e-02  1.79475317e-04 -1.79475317e-04 -7.49631467e-03 
 1.54722800e-02  1.73290653e-04 -1.73290653e-04 -2.54887015e-02 
 1.54732800e-02  1.67099148e-04 -1.67099148e-04 -4.35512031e-02 
 1.54742800e-02  1.60901046e-04 -1.60901046e-04 -6.16560174e-02 
 1.54752800e-02  1.54696592e-04 -1.54696592e-04 -7.98284513e-02 
 1.54762800e-02  1.48486031e-04 -1.48486031e-04 -9.80433380e-02 
 1.54772800e-02  1.42269607e-04 -1.42269607e-04 -1.16323558e-01 
 1.54782800e-02  1.36047568e-04 -1.36047568e-04 -1.34646132e-01 
 1.54792800e-02  1.29820157e-04 -1.29820157e-04 -1.53031922e-01 
 1.54802800e-02  1.23587621e-04 -1.23587621e-04 -1.71459762e-01 
 1.54812800e-02  1.17350206e-04 -1.17350206e-04 -1.89948840e-01 
 1.54822800e-02  1.11108159e-04 -1.11108159e-04 -2.08479488e-01 
 1.54832800e-02  1.04861725e-04 -1.04861725e-04 -2.27069504e-01 
 1.54842800e-02  9.86111512e-05 -9.86111512e-05 -2.45700462e-01 
 1.54852800e-02  9.23566845e-05 -9.23566845e-05 -2.64389005e-01 
 1.54862800e-02  8.60985718e-05 -8.60985718e-05 -2.83117734e-01 
 1.54872800e-02  7.98370600e-05 -7.98370600e-05 -3.01902331e-01 
 1.54882800e-02  7.35723963e-05 -7.35723963e-05 -3.20726247e-01 
 1.54892800e-02  6.73048282e-05 -6.73048282e-05 -3.39604365e-01 
 1.54902800e-02  6.10346030e-05 -6.10346030e-05 -3.58520837e-01 
 1.54912800e-02  5.47619682e-05 -5.47619682e-05 -3.77489884e-01 
 1.54922800e-02  4.84871715e-05 -4.84871715e-05 -3.96496236e-01 
 1.54932800e-02  4.22104607e-05 -4.22104607e-05 -4.15553564e-01 
 1.54942800e-02  3.59320834e-05 -3.59320834e-05 -4.34647073e-01 
 1.54952800e-02  2.96522876e-05 -2.96522876e-05 -4.53789974e-01 
 1.54962800e-02  2.33713212e-05 -2.33713212e-05 -4.72967867e-01 
 1.54972800e-02  1.70894321e-05 -1.70894321e-05 -4.92193579e-01 
 1.54982800e-02  1.08068684e-05 -1.08068684e-05 -5.11453034e-01 
 1.54992800e-02  4.52387802e-06 -4.52387802e-06 -5.30758741e-01 
 1.55002800e-02 -1.75929095e-06  1.75929095e-06 -5.50096888e-01 
 1.55012800e-02 -8.04239046e-06  8.04239046e-06 -5.69479716e-01 
 1.55022800e-02 -1.43251725e-05  1.43251725e-05 -5.88893633e-01 
 1.55032800e-02 -2.06073890e-05  2.06073890e-05 -6.08350656e-01 
 1.55042800e-02 -2.68887919e-05  2.68887919e-05 -6.27837372e-01 
 1.55052800e-02 -3.31691333e-05  3.31691333e-05 -6.47365610e-01 
 1.55062800e-02 -3.94481653e-05  3.94481653e-05 -6.66922104e-01 
 1.55072800e-02 -4.57256399e-05  4.57256399e-05 -6.86518524e-01 
 1.55082800e-02 -5.20013093e-05  5.20013093e-05 -7.06141724e-01 
 1.55092800e-02 -5.82749258e-05  5.82749258e-05 -7.25803241e-01 
 1.55102800e-02 -6.45462417e-05  6.45462417e-05 -7.45490025e-01 
 1.55112800e-02 -7.08150095e-05  7.08150095e-05 -7.65213500e-01 
 1.55122800e-02 -7.70809816e-05  7.70809816e-05 -7.84960698e-01 
 1.55132800e-02 -8.33439106e-05  8.33439106e-05 -8.04742942e-01 
 1.55142800e-02 -8.96035494e-05  8.96035494e-05 -8.24547331e-01 
 1.55152800e-02 -9.58596508e-05  9.58596508e-05 -8.44385105e-01 
 1.55162800e-02 -1.02111968e-04  1.02111968e-04 -8.64243414e-01 
 1.55172800e-02 -1.08360254e-04  1.08360254e-04 -8.84133427e-01 
 1.55182800e-02 -1.14604262e-04  1.14604262e-04 -8.95560003e-01 
 1.55192800e-02 -1.20843745e-04  1.20843745e-04 -8.98289750e-01 
 1.55202800e-02 -1.27078458e-04  1.27078458e-04 -9.00218464e-01 
 1.55212800e-02 -1.33308154e-04  1.33308154e-04 -9.01960842e-01 
 1.55222800e-02 -1.39532587e-04  1.39532587e-04 -9.03505885e-01 
 1.55232800e-02 -1.45751512e-04  1.45751512e-04 -9.04888952e-01 
 1.55242800e-02 -1.51964683e-04  1.51964683e-04 -9.06155097e-01 
 1.55252800e-02 -1.58171854e-04  1.58171854e-04 -9.07326398e-01 
 1.55262800e-02 -1.64372781e-04  1.64372781e-04 -9.08423447e-01 
 1.55272800e-02 -1.70567219e-04  1.70567219e-04 -9.09455850e-01 
 1.55282800e-02 -1.76754923e-04  1.76754923e-04 -9.10435693e-01 
 1.55292800e-02 -1.82935649e-04  1.82935649e-04 -9.11367767e-01 
 1.55302800e-02 -1.89109154e-04  1.89109154e-04 -9.12260081e-01 
 1.55312800e-02 -1.95275192e-04  1.95275192e-04 -9.13115171e-01 
 1.55322800e-02 -2.01433522e-04  2.01433522e-04 -9.13938776e-01 
 1.55332800e-02 -2.07583899e-04  2.07583899e-04 -9.14732267e-01 
 1.55342800e-02 -2.13726081e-04  2.13726081e-04 -9.15499979e-01 
 1.55352800e-02 -2.19859825e-04  2.19859825e-04 -9.16242645e-01 
 1.55362800e-02 -2.25984890e-04  2.25984890e-04 -9.16963657e-01 
 1.55372800e-02 -2.32101034e-04  2.32101034e-04 -9.17663386e-01 
 1.55382800e-02 -2.38208014e-04  2.38208014e-04 -9.18344556e-01 
 1.55392800e-02 -2.44305590e-04  2.44305590e-04 -9.19007331e-01 
 1.55402800e-02 -2.50393522e-04  2.50393522e-04 -9.19653936e-01 
 1.55412800e-02 -2.56471568e-04  2.56471568e-04 -9.20284421e-01 
 1.55422800e-02 -2.62539490e-04  2.62539490e-04 -9.20900625e-01 
 1.55432800e-02 -2.68597047e-04  2.68597047e-04 -9.21502540e-01 
 1.55442800e-02 -2.74644000e-04  2.74644000e-04 -9.22091697e-01 
 1.55452800e-02 -2.80680110e-04  2.80680110e-04 -9.22668064e-01 
 1.55462800e-02 -2.86705140e-04  2.86705140e-04 -9.23232922e-01 
 1.55472800e-02 -2.92718851e-04  2.92718851e-04 -9.23786239e-01 
 1.55482800e-02 -2.98721006e-04  2.98721006e-04 -9.24329083e-01 
 1.55492800e-02 -3.04711369e-04  3.04711369e-04 -9.24861438e-01 
 1.55502800e-02 -3.10689701e-04  3.10689701e-04 -9.25384194e-01 
 1.55512800e-02 -3.16655768e-04  3.16655768e-04 -9.25897358e-01 
 1.55522800e-02 -3.22609335e-04  3.22609335e-04 -9.26401665e-01 
 1.55532800e-02 -3.28550165e-04  3.28550165e-04 -9.26897152e-01 
 1.55542800e-02 -3.34478024e-04  3.34478024e-04 -9.27384420e-01 
 1.55552800e-02 -3.40392679e-04  3.40392679e-04 -9.27863539e-01 
 1.55562800e-02 -3.46293896e-04  3.46293896e-04 -9.28334991e-01 
 1.55572800e-02 -3.52181441e-04  3.52181441e-04 -9.28798881e-01 
 1.55582800e-02 -3.58055084e-04  3.58055084e-04 -9.29255585e-01 
 1.55592800e-02 -3.63914590e-04  3.63914590e-04 -9.29705246e-01 
 1.55602800e-02 -3.69759730e-04  3.69759730e-04 -9.30148143e-01 
 1.55612800e-02 -3.75590273e-04  3.75590273e-04 -9.30584457e-01 
 1.55622800e-02 -3.81405988e-04  3.81405988e-04 -9.31014380e-01 
 1.55632800e-02 -3.87206645e-04  3.87206645e-04 -9.31438130e-01 
 1.55642800e-02 -3.92992017e-04  3.92992017e-04 -9.31855821e-01 
 1.55652800e-02 -3.98761873e-04  3.98761873e-04 -9.32267707e-01 
 1.55662800e-02 -4.04515988e-04  4.04515988e-04 -9.32673830e-01 
 1.55672800e-02 -4.10254132e-04  4.10254132e-04 -9.33074480e-01 
 1.55682800e-02 -4.15976081e-04  4.15976081e-04 -9.33469632e-01 
 1.55692800e-02 -4.21681607e-04  4.21681607e-04 -9.33859611e-01 
 1.55702800e-02 -4.27370487e-04  4.27370487e-04 -9.34244332e-01 
 1.55712800e-02 -4.33042494e-04  4.33042494e-04 -9.34624153e-01 
 1.55722800e-02 -4.38697406e-04  4.38697406e-04 -9.34998932e-01 
 1.55732800e-02 -4.44334998e-04  4.44334998e-04 -9.35369060e-01 
 1.55742800e-02 -4.49955049e-04  4.49955049e-04 -9.35734343e-01 
 1.55752800e-02 -4.55557337e-04  4.55557337e-04 -9.36095202e-01 
 1.55762800e-02 -4.61141640e-04  4.61141640e-04 -9.36451397e-01 
 1.55772800e-02 -4.66707738e-04  4.66707738e-04 -9.36803375e-01 
 1.55782800e-02 -4.72255411e-04  4.72255411e-04 -9.37150853e-01 
 1.55792800e-02 -4.77784440e-04  4.77784440e-04 -9.37494308e-01 
 1.55802800e-02 -4.83294607e-04  4.83294607e-04 -9.37833412e-01 
 1.55812800e-02 -4.88785694e-04  4.88785694e-04 -9.38168671e-01 
 1.55822800e-02 -4.94257485e-04  4.94257485e-04 -9.38499718e-01 
 1.55832800e-02 -4.99709764e-04  4.99709764e-04 -9.38827084e-01 
 1.55842800e-02 -5.05142315e-04  5.05142315e-04 -9.39150365e-01 
 1.55852800e-02 -5.10554924e-04  5.10554924e-04 -9.39470118e-01 
 1.55862800e-02 -5.15947377e-04  5.15947377e-04 -9.39785904e-01 
 1.55872800e-02 -5.21319461e-04  5.21319461e-04 -9.40098304e-01 
 1.55882800e-02 -5.26670964e-04  5.26670964e-04 -9.40406846e-01 
 1.55892800e-02 -5.32001675e-04  5.32001675e-04 -9.40712134e-01 
 1.55902800e-02 -5.37311384e-04  5.37311384e-04 -9.41013666e-01 
 1.55912800e-02 -5.42599881e-04  5.42599881e-04 -9.41312068e-01 
 1.55922800e-02 -5.47866957e-04  5.47866957e-04 -9.41606808e-01 
 1.55932800e-02 -5.53112404e-04  5.53112404e-04 -9.41898533e-01 
 1.55942800e-02 -5.58336015e-04  5.58336015e-04 -9.42186684e-01 
 1.55952800e-02 -5.63537583e-04  5.63537583e-04 -9.42471929e-01 
 1.55962800e-02 -5.68716905e-04  5.68716905e-04 -9.42753683e-01 
 1.55972800e-02 -5.73873774e-04  5.73873774e-04 -9.43032632e-01 
 1.55982800e-02 -5.79007988e-04  5.79007988e-04 -9.43308167e-01 
 1.55992800e-02 -5.84119343e-04  5.84119343e-04 -9.43580993e-01 
 1.56002800e-02 -5.89207639e-04  5.89207639e-04 -9.43850477e-01 
 1.56012800e-02 -5.94272674e-04  5.94272674e-04 -9.44117342e-01 
 1.56022800e-02 -5.99314247e-04  5.99314247e-04 -9.44380933e-01 
 1.56032800e-02 -6.04332161e-04  6.04332161e-04 -9.44641990e-01 
 1.56042800e-02 -6.09326217e-04  6.09326217e-04 -9.44899837e-01 
 1.56052800e-02 -6.14296218e-04  6.14296218e-04 -9.45155231e-01 
 1.56062800e-02 -6.19241967e-04  6.19241967e-04 -9.45407475e-01 
 1.56072800e-02 -6.24163270e-04  6.24163270e-04 -9.45657340e-01 
 1.56082800e-02 -6.29059932e-04  6.29059932e-04 -9.45904114e-01 
 1.56092800e-02 -6.33931759e-04  6.33931759e-04 -9.46148581e-01 
 1.56102800e-02 -6.38778560e-04  6.38778560e-04 -9.46390009e-01 
 1.56112800e-02 -6.43600143e-04  6.43600143e-04 -9.46629199e-01 
 1.56122800e-02 -6.48396318e-04  6.48396318e-04 -9.46865401e-01 
 1.56132800e-02 -6.53166896e-04  6.53166896e-04 -9.47099430e-01 
 1.56142800e-02 -6.57911687e-04  6.57911687e-04 -9.47330519e-01 
 1.56152800e-02 -6.62630506e-04  6.62630506e-04 -9.47559496e-01 
 1.56162800e-02 -6.67323164e-04  6.67323164e-04 -9.47785579e-01 
 1.56172800e-02 -6.71989478e-04  6.71989478e-04 -9.48009609e-01 
 1.56182800e-02 -6.76629263e-04  6.76629263e-04 -9.48230788e-01 
 1.56192800e-02 -6.81242336e-04  6.81242336e-04 -9.48449969e-01 
 1.56202800e-02 -6.85828514e-04  6.85828514e-04 -9.48666340e-01 
 1.56212800e-02 -6.90387618e-04  6.90387618e-04 -9.48880767e-01 
 1.56222800e-02 -6.94919465e-04  6.94919465e-04 -9.49092424e-01 
 1.56232800e-02 -6.99423879e-04  6.99423879e-04 -9.49302187e-01 
 1.56242800e-02 -7.03900681e-04  7.03900681e-04 -9.49509216e-01 
 1.56252800e-02 -7.08349693e-04  7.08349693e-04 -9.49714400e-01 
 1.56262800e-02 -7.12770742e-04  7.12770742e-04 -9.49916887e-01 
 1.56272800e-02 -7.17163651e-04  7.17163651e-04 -9.50117574e-01 
 1.56282800e-02 -7.21528248e-04  7.21528248e-04 -9.50315598e-01 
 1.56292800e-02 -7.25864360e-04  7.25864360e-04 -9.50511866e-01 
 1.56302800e-02 -7.30171817e-04  7.30171817e-04 -9.50705504e-01 
 1.56312800e-02 -7.34450447e-04  7.34450447e-04 -9.50897428e-01 
 1.56322800e-02 -7.38700083e-04  7.38700083e-04 -9.51086753e-01 
 1.56332800e-02 -7.42920556e-04  7.42920556e-04 -9.51274405e-01 
 1.56342800e-02 -7.47111700e-04  7.47111700e-04 -9.51459487e-01 
 1.56352800e-02 -7.51273349e-04  7.51273349e-04 -9.51642934e-01 
 1.56362800e-02 -7.55405339e-04  7.55405339e-04 -9.51823841e-01 
 1.56372800e-02 -7.59507507e-04  7.59507507e-04 -9.52003150e-01 
 1.56382800e-02 -7.63579691e-04  7.63579691e-04 -9.52179945e-01 
 1.56392800e-02 -7.67621730e-04  7.67621730e-04 -9.52355178e-01 
 1.56402800e-02 -7.71633465e-04  7.71633465e-04 -9.52527923e-01 
 1.56412800e-02 -7.75614737e-04  7.75614737e-04 -9.52699141e-01 
 1.56422800e-02 -7.79565389e-04  7.79565389e-04 -9.52867896e-01 
 1.56432800e-02 -7.83485265e-04  7.83485265e-04 -9.53035156e-01 
 1.56442800e-02 -7.87374210e-04  7.87374210e-04 -9.53199977e-01 
 1.56452800e-02 -7.91232071e-04  7.91232071e-04 -9.53363334e-01 
 1.56462800e-02 -7.95058696e-04  7.95058696e-04 -9.53524277e-01 
 1.56472800e-02 -7.98853933e-04  7.98853933e-04 -9.53683785e-01 
 1.56482800e-02 -8.02617633e-04  8.02617633e-04 -9.53840901e-01 
 1.56492800e-02 -8.06349647e-04  8.06349647e-04 -9.53996612e-01 
 1.56502800e-02 -8.10049828e-04  8.10049828e-04 -9.54149951e-01 
 1.56512800e-02 -8.13718029e-04  8.13718029e-04 -9.54301914e-01 
 1.56522800e-02 -8.17354106e-04  8.17354106e-04 -9.54451525e-01 
 1.56532800e-02 -8.20957915e-04  8.20957915e-04 -9.54599787e-01 
 1.56542800e-02 -8.24529314e-04  8.24529314e-04 -9.54745717e-01 
 1.56552800e-02 -8.28068163e-04  8.28068163e-04 -9.54890323e-01 
 1.56562800e-02 -8.31574320e-04  8.31574320e-04 -9.55032617e-01 
 1.56572800e-02 -8.35047648e-04  8.35047648e-04 -9.55173611e-01 
 1.56582800e-02 -8.38488011e-04  8.38488011e-04 -9.55312311e-01 
 1.56592800e-02 -8.41895271e-04  8.41895271e-04 -9.55449736e-01 
 1.56602800e-02 -8.45269294e-04  8.45269294e-04 -9.55584884e-01 
 1.56612800e-02 -8.48609948e-04  8.48609948e-04 -9.55718781e-01 
 1.56622800e-02 -8.51917100e-04  8.51917100e-04 -9.55850417e-01 
 1.56632800e-02 -8.55190620e-04  8.55190620e-04 -9.55980823e-01 
 1.56642800e-02 -8.58430378e-04  8.58430378e-04 -9.56108986e-01 
 1.56652800e-02 -8.61636247e-04  8.61636247e-04 -9.56235940e-01 
 1.56662800e-02 -8.64808100e-04  8.64808100e-04 -9.56360666e-01 
 1.56672800e-02 -8.67945812e-04  8.67945812e-04 -9.56484204e-01 
 1.56682800e-02 -8.71049259e-04  8.71049259e-04 -9.56605529e-01 
 1.56692800e-02 -8.74118318e-04  8.74118318e-04 -9.56725687e-01 
 1.56702800e-02 -8.77152869e-04  8.77152869e-04 -9.56843645e-01 
 1.56712800e-02 -8.80152791e-04  8.80152791e-04 -9.56960455e-01 
 1.56722800e-02 -8.83117966e-04  8.83117966e-04 -9.57075079e-01 
 1.56732800e-02 -8.86048277e-04  8.86048277e-04 -9.57188574e-01 
 1.56742800e-02 -8.88943609e-04  8.88943609e-04 -9.57299897e-01 
 1.56752800e-02 -8.91803847e-04  8.91803847e-04 -9.57410107e-01 
 1.56762800e-02 -8.94628877e-04  8.94628877e-04 -9.57518159e-01 
 1.56772800e-02 -8.97418590e-04  8.97418590e-04 -9.57625115e-01 
 1.56782800e-02 -9.00172873e-04  9.00172873e-04 -9.57729925e-01 
 1.56792800e-02 -9.02891620e-04  9.02891620e-04 -9.57833657e-01 
 1.56802800e-02 -9.05574722e-04  9.05574722e-04 -9.57935253e-01 
 1.56812800e-02 -9.08222073e-04  9.08222073e-04 -9.58035787e-01 
 1.56822800e-02 -9.10833569e-04  9.10833569e-04 -9.58134197e-01 
 1.56832800e-02 -9.13409108e-04  9.13409108e-04 -9.58231560e-01 
 1.56842800e-02 -9.15948586e-04  9.15948586e-04 -9.58326810e-01 
 1.56852800e-02 -9.18451904e-04  9.18451904e-04 -9.58421027e-01 
 1.56862800e-02 -9.20918963e-04  9.20918963e-04 -9.58513142e-01 
 1.56872800e-02 -9.23349666e-04  9.23349666e-04 -9.58604240e-01 
 1.56882800e-02 -9.25743917e-04  9.25743917e-04 -9.58693244e-01 
 1.56892800e-02 -9.28101621e-04  9.28101621e-04 -9.58781244e-01 
 1.56902800e-02 -9.30422685e-04  9.30422685e-04 -9.58867161e-01 
 1.56912800e-02 -9.32707018e-04  9.32707018e-04 -9.58952087e-01 
