 frequency       v(finalp,finaln) v(finalp,finaln)
 6.91830971e+08 -3.77529333e-01 -6.34312606e-01 
 7.07945784e+08 -3.88292863e-01 -6.40406847e-01 
 7.24435960e+08 -3.99157369e-01 -6.46387924e-01 
 7.41310241e+08 -4.10115029e-01 -6.52255289e-01 
 7.58577575e+08 -4.21157941e-01 -6.58008997e-01 
 7.76247117e+08 -4.32278172e-01 -6.63649715e-01 
 7.94328235e+08 -4.43467803e-01 -6.69178735e-01 
 8.12830516e+08 -4.54718979e-01 -6.74597979e-01 
 8.31763771e+08 -4.66023960e-01 -6.79909997e-01 
 8.51138038e+08 -4.77375169e-01 -6.85117969e-01 
 8.70963590e+08 -4.88765243e-01 -6.90225695e-01 
 8.91250938e+08 -5.00187080e-01 -6.95237585e-01 
 9.12010839e+08 -5.11633892e-01 -7.00158647e-01 
 9.33254301e+08 -5.23099247e-01 -7.04994464e-01 
 9.54992586e+08 -5.34577117e-01 -7.09751175e-01 
 9.77237221e+08 -5.46061923e-01 -7.14435450e-01 
 1.00000000e+09 -5.57548573e-01 -7.19054459e-01 
 1.02329299e+09 -5.69032506e-01 -7.23615843e-01 
 1.04712855e+09 -5.80509722e-01 -7.28127678e-01 
 1.07151931e+09 -5.91976823e-01 -7.32598440e-01 
 1.09647820e+09 -6.03431039e-01 -7.37036966e-01 
 1.12201845e+09 -6.14870256e-01 -7.41452416e-01 
 1.14815362e+09 -6.26293044e-01 -7.45854227e-01 
 1.17489755e+09 -6.37698675e-01 -7.50252077e-01 
 1.20226443e+09 -6.49087146e-01 -7.54655836e-01 
 1.23026877e+09 -6.60459189e-01 -7.59075529e-01 
 1.25892541e+09 -6.71816292e-01 -7.63521284e-01 
 1.28824955e+09 -6.83160701e-01 -7.68003299e-01 
 1.31825674e+09 -6.94495433e-01 -7.72531789e-01 
 1.34896288e+09 -7.05824281e-01 -7.77116950e-01 
 1.38038426e+09 -7.17151814e-01 -7.81768915e-01 
 1.41253754e+09 -7.28483383e-01 -7.86497711e-01 
 1.44543977e+09 -7.39825116e-01 -7.91313224e-01 
 1.47910839e+09 -7.51183919e-01 -7.96225154e-01 
 1.51356125e+09 -7.62567472e-01 -8.01242980e-01 
 1.54881662e+09 -7.73984222e-01 -8.06375924e-01 
 1.58489319e+09 -7.85443382e-01 -8.11632913e-01 
 1.62181010e+09 -7.96954920e-01 -8.17022543e-01 
 1.65958691e+09 -8.08529557e-01 -8.22553048e-01 
 1.69824365e+09 -8.20178759e-01 -8.28232266e-01 
 1.73780083e+09 -8.31914725e-01 -8.34067605e-01 
 1.77827941e+09 -8.43750387e-01 -8.40066014e-01 
 1.81970086e+09 -8.55699401e-01 -8.46233946e-01 
 1.86208714e+09 -8.67776136e-01 -8.52577333e-01 
 1.90546072e+09 -8.79995674e-01 -8.59101554e-01 
 1.94984460e+09 -8.92373799e-01 -8.65811398e-01 
 1.99526231e+09 -9.04926995e-01 -8.72711042e-01 
 2.04173794e+09 -9.17672437e-01 -8.79804010e-01 
 2.08929613e+09 -9.30627991e-01 -8.87093145e-01 
 2.13796209e+09 -9.43812207e-01 -8.94580578e-01 
 2.18776162e+09 -9.57244314e-01 -9.02267685e-01 
 2.23872114e+09 -9.70944219e-01 -9.10155061e-01 
 2.29086765e+09 -9.84932503e-01 -9.18242472e-01 
 2.34422882e+09 -9.99230417e-01 -9.26528825e-01 
 2.39883292e+09 -1.01385988e+00 -9.35012121e-01 
 2.45470892e+09 -1.02884348e+00 -9.43689410e-01 
 2.51188643e+09 -1.04420445e+00 -9.52556749e-01 
 2.57039578e+09 -1.05996669e+00 -9.61609151e-01 
 2.63026799e+09 -1.07615476e+00 -9.70840532e-01 
 2.69153480e+09 -1.09279385e+00 -9.80243658e-01 
 2.75422870e+09 -1.10990978e+00 -9.89810086e-01 
 2.81838293e+09 -1.12752903e+00 -9.99530100e-01 
 2.88403150e+09 -1.14567867e+00 -1.00939265e+00 
 2.95120923e+09 -1.16438638e+00 -1.01938528e+00 
 3.01995172e+09 -1.18368042e+00 -1.02949406e+00 
 3.09029543e+09 -1.20358965e+00 -1.03970350e+00 
 3.16227766e+09 -1.22414343e+00 -1.04999647e+00 
 3.23593657e+09 -1.24537166e+00 -1.06035412e+00 
 3.31131121e+09 -1.26730475e+00 -1.07075580e+00 
 3.38844156e+09 -1.28997352e+00 -1.08117894e+00 
 3.46736850e+09 -1.31340923e+00 -1.09159898e+00 
 3.54813389e+09 -1.33764347e+00 -1.10198923e+00 
 3.63078055e+09 -1.36270816e+00 -1.11232082e+00 
 3.71535229e+09 -1.38863545e+00 -1.12256253e+00 
 3.80189396e+09 -1.41545766e+00 -1.13268071e+00 
 3.89045145e+09 -1.44320718e+00 -1.14263916e+00 
 3.98107171e+09 -1.47191643e+00 -1.15239897e+00 
 4.07380278e+09 -1.50161769e+00 -1.16191847e+00 
 4.16869383e+09 -1.53234305e+00 -1.17115302e+00 
 4.26579519e+09 -1.56412424e+00 -1.18005492e+00 
 4.36515832e+09 -1.59699250e+00 -1.18857330e+00 
 4.46683592e+09 -1.63097844e+00 -1.19665394e+00 
 4.57088190e+09 -1.66611186e+00 -1.20423916e+00 
 4.67735141e+09 -1.70242156e+00 -1.21126768e+00 
 4.78630092e+09 -1.73993516e+00 -1.21767451e+00 
 4.89778819e+09 -1.77867882e+00 -1.22339080e+00 
 5.01187234e+09 -1.81867708e+00 -1.22834372e+00 
 5.12861384e+09 -1.85995254e+00 -1.23245635e+00 
 5.24807460e+09 -1.90252557e+00 -1.23564756e+00 
 5.37031796e+09 -1.94641407e+00 -1.23783191e+00 
 5.49540874e+09 -1.99163306e+00 -1.23891957e+00 
 5.62341325e+09 -2.03819438e+00 -1.23881623e+00 
 5.75439937e+09 -2.08610631e+00 -1.23742304e+00 
 5.88843655e+09 -2.13537313e+00 -1.23463656e+00 
 6.02559586e+09 -2.18599475e+00 -1.23034877e+00 
 6.16595002e+09 -2.23796621e+00 -1.22444700e+00 
 6.30957344e+09 -2.29127723e+00 -1.21681405e+00 
 6.45654229e+09 -2.34591170e+00 -1.20732817e+00 
 6.60693448e+09 -2.40184713e+00 -1.19586318e+00 
 6.76082975e+09 -2.45905416e+00 -1.18228861e+00 
 6.91830971e+09 -2.51749592e+00 -1.16646986e+00 
 7.07945784e+09 -2.57712747e+00 -1.14826839e+00 
 7.24435960e+09 -2.63789521e+00 -1.12754202e+00 
 7.41310241e+09 -2.69973620e+00 -1.10414525e+00 
 7.58577575e+09 -2.76257756e+00 -1.07792960e+00 
 7.76247117e+09 -2.82633582e+00 -1.04874407e+00 
 7.94328235e+09 -2.89091623e+00 -1.01643564e+00 
 8.12830516e+09 -2.95621214e+00 -9.80849861e-01 
 8.31763771e+09 -3.02210434e+00 -9.41831468e-01 
 8.51138038e+09 -3.08846041e+00 -8.99225128e-01 
 8.70963590e+09 -3.15513410e+00 -8.52876248e-01 
 8.91250938e+09 -3.22196474e+00 -8.02631856e-01 
 9.12010839e+09 -3.28877663e+00 -7.48341585e-01 
 9.33254301e+09 -3.35537859e+00 -6.89858741e-01 
 9.54992586e+09 -3.42156340e+00 -6.27041454e-01 
 9.77237221e+09 -3.48710741e+00 -5.59753930e-01 
 1.00000000e+10 -3.55177022e+00 -4.87867793e-01 
 1.02329299e+10 -3.61529436e+00 -4.11263507e-01 
 1.04712855e+10 -3.67740513e+00 -3.29831899e-01 
 1.07151931e+10 -3.73781051e+00 -2.43475761e-01 
 1.09647820e+10 -3.79620119e+00 -1.52111535e-01 
 1.12201845e+10 -3.85225077e+00 -5.56710717e-02 
 1.14815362e+10 -3.90561598e+00  4.58965331e-02 
 1.17489755e+10 -3.95593718e+00  1.52623046e-01 
 1.20226443e+10 -4.00283896e+00  2.64519148e-01 
 1.23026877e+10 -4.04593087e+00  3.81572436e-01 
 1.25892541e+10 -4.08480845e+00  5.03745398e-01 
 1.28824955e+10 -4.11905433e+00  6.30973365e-01 
 1.31825674e+10 -4.14823961e+00  7.63162454e-01 
 1.34896288e+10 -4.17192544e+00  9.00187523e-01 
 1.38038426e+10 -4.18966483e+00  1.04189015e+00 
 1.41253754e+10 -4.20100467e+00  1.18807665e+00 
 1.44543977e+10 -4.20548803e+00  1.33851617e+00 
 1.47910839e+10 -4.20265668e+00  1.49293885e+00 
 1.51356125e+10 -4.19205389e+00  1.65103411e+00 
 1.54881662e+10 -4.17322746e+00  1.81244905e+00 
 1.58489319e+10 -4.14573309e+00  1.97678703e+00 
 1.62181010e+10 -4.10913789e+00  2.14360645e+00 
 1.65958691e+10 -4.06302432e+00  2.31241969e+00 
 1.69824365e+10 -4.00699426e+00  2.48269237e+00 
 1.73780083e+10 -3.94067342e+00  2.65384291e+00 
 1.77827941e+10 -3.86371600e+00  2.82524231e+00 
 1.81970086e+10 -3.77580955e+00  2.99621447e+00 
 1.86208714e+10 -3.67668016e+00  3.16603679e+00 
 1.90546072e+10 -3.56609769e+00  3.33394128e+00 
 1.94984460e+10 -3.44388138e+00  3.49911621e+00 
 1.99526231e+10 -3.30990548e+00  3.66070826e+00 
 2.04173794e+10 -3.16410499e+00  3.81782537e+00 
 2.08929613e+10 -3.00648152e+00  3.96954016e+00 
 2.13796209e+10 -2.83710906e+00  4.11489416e+00 
 2.18776162e+10 -2.65613975e+00  4.25290271e+00 
 2.23872114e+10 -2.46380943e+00  4.38256074e+00 
 2.29086765e+10 -2.26044290e+00  4.50284938e+00 
 2.34422882e+10 -2.04645891e+00  4.61274338e+00 
 2.39883292e+10 -1.82237455e+00  4.71121949e+00 
 2.45470892e+10 -1.58880906e+00  4.79726573e+00 
 2.51188643e+10 -1.34648688e+00  4.86989140e+00 
 2.57039578e+10 -1.09623977e+00  4.92813815e+00 
 2.63026799e+10 -8.39007795e-01  4.97109157e+00 
 2.69153480e+10 -5.75839188e-01  4.99789367e+00 
 2.75422870e+10 -3.07888696e-01  5.00775581e+00 
 2.81838293e+10 -3.64144351e-02  4.99997211e+00 
 2.88403150e+10  2.37226959e-01  4.97393305e+00 
 2.95120923e+10  5.11587002e-01  4.92913918e+00 
 3.01995172e+10  7.85133949e-01  4.86521453e+00 
 3.09029543e+10  1.05626336e+00  4.78191963e+00 
 3.16227766e+10  1.32331068e+00  4.67916364e+00 
 3.23593657e+10  1.58456583e+00  4.55701554e+00 
 3.31131121e+10  1.83828969e+00  4.41571370e+00 
 3.38844156e+10  2.08273242e+00  4.25567385e+00 
 3.46736850e+10  2.31615343e+00  4.07749490e+00 
 3.54813389e+10  2.53684263e+00  3.88196228e+00 
 3.63078055e+10  2.74314284e+00  3.67004869e+00 
 3.71535229e+10  2.93347288e+00  3.44291187e+00 
