 frequency       v(finalp,finaln) v(finalp,finaln) v(v1p,v1n)      v(v1p,v1n)      v(vga1p,vga1n)  v(vga1p,vga1n)  v(v2p,v2n)      v(v2p,v2n)      v(vga2p,vga2n)  v(vga2p,vga2n)  v(bufinp,bufinn) v(bufinp,bufinn) v(outp,outn)    v(outp,outn)   
 1.00000000e+06 -9.38291954e+01  6.22590848e+03 -5.91104990e+02 -2.35790044e+02  1.35720347e+03  5.36839566e+02  9.80312089e+02  9.25592891e+02 -3.81527448e+03 -3.54678006e+03  5.25756925e+01 -3.48364568e+03 -9.40043954e+01  6.23586833e+03 
 1.28824955e+06  1.97845949e+03  7.16805121e+03 -6.25226557e+02 -1.93581167e+02  1.43436151e+03  4.40355512e+02  1.17774055e+03  8.03212349e+02 -4.56527149e+03 -3.06230027e+03 -1.10691738e+03 -4.01084412e+03  1.98158741e+03  7.17952895e+03 
 1.31825674e+06  2.18031941e+03  7.21424307e+03 -6.27699016e+02 -1.89920960e+02  1.43994744e+03  4.32001160e+02  1.19263585e+03  7.91102498e+02 -4.62145631e+03 -3.01477300e+03 -1.21986285e+03 -4.03669423e+03  2.18376916e+03  7.22579602e+03 
 1.34896288e+06  2.38285838e+03  7.25376234e+03 -6.30078521e+02 -1.86299495e+02  1.44532273e+03  4.23736866e+02  1.20704631e+03  7.78922392e+02 -4.67574866e+03 -2.96703095e+03 -1.33318828e+03 -4.05881092e+03  2.38663104e+03  7.26537988e+03 
 1.38038426e+06  2.58573209e+03  7.28666442e+03 -6.32367833e+02 -1.82718327e+02  1.45049369e+03  4.15566067e+02  1.22098014e+03  7.66690334e+02 -4.72818347e+03 -2.91914485e+03 -1.44670103e+03 -4.07722521e+03  2.58982821e+03  7.29833603e+03 
 1.41253754e+06  2.78860556e+03  7.31302442e+03 -6.34569694e+02 -1.79178863e+02  1.45546657e+03  4.07491865e+02  1.23444606e+03  7.54423670e+02 -4.77879764e+03 -2.87118154e+03 -1.56021367e+03 -4.09197911e+03  2.79302515e+03  7.32473969e+03 
 1.44543977e+06  2.99115431e+03  7.33293604e+03 -6.36686817e+02 -1.75682369e+02  1.46024757e+03  3.99517048e+02  1.24745326e+03  7.42138797e+02 -4.82762976e+03 -2.82320399e+03 -1.67354464e+03 -4.10312507e+03  2.99589685e+03  7.34468472e+03 
 1.47910839e+06  3.19306547e+03  7.34651044e+03 -6.38721884e+02 -1.72229976e+02  1.46484281e+03  3.91644096e+02  1.26001131e+03  7.29851176e+02 -4.87471982e+03 -2.77527140e+03 -1.78651888e+03 -4.11072527e+03  3.19812995e+03  7.35828244e+03 
 1.51356125e+06  3.39403874e+03  7.35387499e+03 -6.40677539e+02 -1.68822687e+02  1.46925830e+03  3.83875203e+02  1.27213011e+03  7.17575356e+02 -4.92010896e+03 -2.72743924e+03 -1.89896836e+03 -4.11485098e+03  3.39942367e+03  7.36566044e+03 
 1.54881662e+06  3.59378722e+03  7.35517200e+03 -6.42556389e+02 -1.65461382e+02  1.47349999e+03  3.76212287e+02  1.28381983e+03  7.05324989e+02 -4.96383928e+03 -2.67975938e+03 -2.01073256e+03 -4.11558184e+03  3.59949066e+03  7.36696125e+03 
 1.58489319e+06  3.79203813e+03  7.35055744e+03 -6.44360992e+02 -1.62146825e+02  1.47757370e+03  3.68657005e+02  1.29509085e+03  6.93112856e+02 -5.00595359e+03 -2.63228020e+03 -2.12165885e+03 -4.11300512e+03  3.79805769e+03  7.36234110e+03 
 1.62181010e+06  3.98853338e+03  7.34019962e+03 -6.46093863e+02 -1.58879672e+02  1.48148514e+03  3.61210767e+02  1.30595371e+03  6.80950892e+02 -5.04649519e+03 -2.58504664e+03 -2.23160283e+03 -4.10721499e+03  3.99486627e+03  7.35196856e+03 
 1.65958691e+06  4.18303010e+03  7.32427783e+03 -6.47757465e+02 -1.55660473e+02  1.48523991e+03  3.53874753e+02  1.31641910e+03  6.68850211e+02 -5.08550774e+03 -2.53810038e+03 -2.34042858e+03 -4.09831177e+03  4.18967313e+03  7.33602321e+03 
 1.69824365e+06  4.37530088e+03  7.30298107e+03 -6.49354210e+02 -1.52489680e+02  1.48884351e+03  3.46649918e+02  1.32649776e+03  6.56821138e+02 -5.12303507e+03 -2.49147993e+03 -2.44800888e+03 -4.08640121e+03  4.38225052e+03  7.31469434e+03 
 1.73780083e+06  4.56513413e+03  7.27650666e+03 -6.50886456e+02 -1.49367654e+02  1.49230127e+03  3.39537016e+02  1.33620048e+03  6.44873231e+02 -5.15912099e+03 -2.44522075e+03 -2.55422533e+03 -4.07159373e+03  4.57238648e+03  7.28817961e+03 
 1.77827941e+06  4.75233411e+03  7.24505903e+03 -6.52356506e+02 -1.46294669e+02  1.49561844e+03  3.32536601e+02  1.34553803e+03  6.33015317e+02 -5.19380920e+03 -2.39935538e+03 -2.65896841e+03 -4.05400371e+03  4.75988498e+03  7.25668376e+03 
 1.81970086e+06  4.93672099e+03  7.20884842e+03 -6.53766604e+02 -1.43270916e+02  1.49880011e+03  3.25649049e+02  1.35452120e+03  6.21255519e+02 -5.22714316e+03 -2.35391359e+03 -2.76213750e+03 -4.03374878e+03  4.94456590e+03  7.22041736e+03 
 1.86208714e+06  5.11813078e+03  7.16808967e+03 -6.55118940e+02 -1.40296513e+02  1.50185124e+03  3.18874565e+02  1.36316066e+03  6.09601286e+02 -5.25916593e+03 -2.30892246e+03 -2.86364084e+03 -4.01094916e+03  5.12626498e+03  7.17959561e+03 
 1.90546072e+06  5.29641515e+03  7.12300104e+03 -6.56415644e+02 -1.37371502e+02  1.50477667e+03  3.12213194e+02  1.37146704e+03  5.98059423e+02 -5.28992013e+03 -2.26440657e+03 -2.96339545e+03 -3.98572697e+03  5.30483367e+03  7.13443711e+03 
 1.94984460e+06  5.47144119e+03  7.07380313e+03 -6.57658788e+02 -1.34495864e+02  1.50758109e+03  3.05664832e+02  1.37945086e+03  5.86636123e+02 -5.31944782e+03 -2.22038807e+03 -3.06132694e+03 -3.95820565e+03  5.48013883e+03  7.08516282e+03 
 1.99526231e+06  5.64309109e+03  7.02071778e+03 -6.58850385e+02 -1.31669515e+02  1.51026906e+03  2.99229239e+02  1.38712247e+03  5.75336995e+02 -5.34779039e+03 -2.17688682e+03 -3.15736940e+03 -3.92850933e+03  5.65206247e+03  7.03199492e+03 
 2.04173794e+06  5.81126176e+03  6.96396710e+03 -6.59992389e+02 -1.28892314e+02  1.51284502e+03  2.92906047e+02  1.39449213e+03  5.64167092e+02 -5.37498858e+03 -2.13392055e+03 -3.25146515e+03 -3.89676227e+03  5.82050132e+03  6.97515589e+03 
 2.08929613e+06  5.97586434e+03  6.90377250e+03 -6.61086696e+02 -1.26164067e+02  1.51531326e+03  2.86694769e+02  1.40156988e+03  5.53130944e+02 -5.40108233e+03 -2.09150493e+03 -3.34356448e+03 -3.86308839e+03  5.98536641e+03  6.91486749e+03 
 2.13796209e+06  6.13682377e+03  6.84035388e+03 -6.62135145e+02 -1.23484532e+02  1.51767793e+03  2.80594809e+02  1.40836563e+03  5.42232582e+02 -5.42611077e+03 -2.04965372e+03 -3.43362537e+03 -3.82761071e+03  6.14658254e+03  6.85134997e+03 
 2.18776162e+06  6.29407819e+03  6.77392879e+03 -6.63139514e+02 -1.20853421e+02  1.51994308e+03  2.74605471e+02  1.41488906e+03  5.31475568e+02 -5.45011220e+03 -2.00837885e+03 -3.52161322e+03 -3.79045097e+03  6.30408774e+03  6.78482124e+03 
 2.23872114e+06  6.44757837e+03  6.70471174e+03 -6.64101528e+02 -1.18270403e+02  1.52211260e+03  2.68725965e+02  1.42114968e+03  5.20863020e+02 -5.47312399e+03 -1.96769059e+03 -3.60750048e+03 -3.75172919e+03  6.45783273e+03  6.71549613e+03 
 2.29086765e+06  6.59728716e+03  6.63291349e+03 -6.65022854e+02 -1.15735112e+02  1.52419027e+03  2.62955419e+02  1.42715679e+03  5.10397640e+02 -5.49518263e+03 -1.92759757e+03 -3.69126637e+03 -3.71156329e+03  6.60778028e+03  6.64358575e+03 
 2.34422882e+06  6.74317878e+03  6.55874051e+03 -6.65905102e+02 -1.13247144e+02  1.52617973e+03  2.57292882e+02  1.43291944e+03  5.00081736e+02 -5.51632365e+03 -1.88810699e+03 -3.77289646e+03 -3.67006882e+03  6.75390457e+03  6.56929691e+03 
 2.39883292e+06  6.88523822e+03  6.48239444e+03 -6.66749831e+02 -1.10806066e+02  1.52808450e+03  2.51737333e+02  1.43844650e+03  4.89917248e+02 -5.53658163e+03 -1.84922460e+03 -3.85238235e+03 -3.62735860e+03  6.89619057e+03  6.49283155e+03 
 2.45470892e+06  7.02346060e+03  6.40407161e+03 -6.67558544e+02 -1.08411413e+02  1.52990799e+03  2.46287688e+02  1.44374659e+03  4.79905772e+02 -5.55599017e+03 -1.81095490e+03 -3.92972131e+03 -3.58354248e+03  7.03463339e+03  6.41438634e+03 
 2.51188643e+06  7.15785047e+03  6.32396270e+03 -6.68332693e+02 -1.06062699e+02  1.53165347e+03  2.40942806e+02  1.44882811e+03  4.70048581e+02 -5.57458193e+03 -1.77330115e+03 -4.00491589e+03 -3.53872715e+03  7.16923759e+03  6.33415225e+03 
 2.57039578e+06  7.28842119e+03  6.24225234e+03 -6.69073676e+02 -1.03759409e+02  1.53332411e+03  2.35701493e+02  1.45369924e+03  4.60346647e+02 -5.59238856e+03 -1.73626552e+03 -4.07797356e+03 -3.49301594e+03  7.30001656e+03  6.25231421e+03 
 2.63026799e+06  7.41519427e+03  6.15911888e+03 -6.69782846e+02 -1.01501011e+02  1.53492297e+03  2.30562511e+02  1.45836790e+03  4.50800659e+02 -5.60944076e+03 -1.69984913e+03 -4.14890635e+03 -3.44650863e+03  7.42699182e+03  6.16905086e+03 
 2.69153480e+06  7.53819871e+03  6.07473418e+03 -6.70461502e+02 -9.92869531e+01  1.53645299e+03  2.25524580e+02  1.46284180e+03  4.41411047e+02 -5.62576826e+03 -1.66405212e+03 -4.21773050e+03 -3.39930138e+03  7.55019244e+03  6.08453432e+03 
 2.75422870e+06  7.65747040e+03  5.98926336e+03 -6.71110899e+02 -9.71166666e+01  1.53791699e+03  2.20586384e+02  1.46712841e+03  4.32177998e+02 -5.64139980e+03 -1.62887378e+03 -4.28446608e+03 -3.35148659e+03  7.66965436e+03  5.99892999e+03 
 2.81838293e+06  7.77305149e+03  5.90286476e+03 -6.71732244e+02 -9.49895690e+01  1.53931771e+03  2.15746576e+02  1.47123498e+03  4.23101472e+02 -5.65636321e+03 -1.59431256e+03 -4.34913667e+03 -3.30315287e+03  7.78541978e+03  5.91239647e+03 
 2.88403150e+06  7.88498979e+03  5.81568984e+03 -6.72326698e+02 -9.29050652e+01  1.54065776e+03  2.11003782e+02  1.47516852e+03  4.14181222e+02 -5.67068537e+03 -1.56036617e+03 -4.41176903e+03 -3.25438495e+03  7.89753661e+03  5.82508545e+03 
 2.95120923e+06  7.99333822e+03  5.72788310e+03 -6.72895381e+02 -9.08625493e+01  1.54193969e+03  2.06356605e+02  1.47893582e+03  4.05416808e+02 -5.68439222e+03 -1.52703163e+03 -4.47239277e+03 -3.20526370e+03  8.00605785e+03  5.73714166e+03 
 3.01995172e+06  8.09815425e+03  5.63958213e+03 -6.73439367e+02 -8.88614065e+01  1.54316591e+03  2.01803628e+02  1.48254345e+03  3.96807614e+02 -5.69750881e+03 -1.49430531e+03 -4.53104005e+03 -3.15586610e+03  8.11104105e+03  5.64870290e+03 
 3.09029543e+06  8.19949937e+03  5.55091758e+03 -6.73959692e+02 -8.69010144e+01  1.54433877e+03  1.97343418e+02  1.48599776e+03  3.88352860e+02 -5.71005929e+03 -1.46218305e+03 -4.58774526e+03 -3.10626528e+03  8.21254781e+03  5.55990007e+03 
 3.16227766e+06  8.29743858e+03  5.46201331e+03 -6.74457349e+02 -8.49807446e+01  1.54546050e+03  1.92974531e+02  1.48930487e+03  3.80051616e+02 -5.72206697e+03 -1.43066012e+03 -4.64254478e+03 -3.05653052e+03  8.31064322e+03  5.47085719e+03 
 3.23593657e+06  8.39203995e+03  5.37298637e+03 -6.74933295e+02 -8.30999640e+01  1.54653327e+03  1.88695511e+02  1.49247070e+03  3.71902816e+02 -5.73355426e+03 -1.39973137e+03 -4.69547669e+03 -3.00672733e+03  8.40539548e+03  5.38169153e+03 
 3.31131121e+06  8.48337414e+03  5.28394721e+03 -6.75388447e+02 -8.12580362e+01  1.54755915e+03  1.84504897e+02  1.49550098e+03  3.63905270e+02 -5.74454278e+03 -1.36939117e+03 -4.74658053e+03 -2.95691751e+03  8.49687534e+03  5.29251369e+03 
 3.38844156e+06  8.57151399e+03  5.19499974e+03 -6.75823687e+02 -7.94543221e+01  1.54854012e+03  1.80401221e+02  1.49840120e+03  3.56057672e+02 -5.75505334e+03 -1.33963354e+03 -4.79589706e+03 -2.90715921e+03  8.58515577e+03  5.20342776e+03 
 3.46736850e+06  8.65653413e+03  5.10624151e+03 -6.76239862e+02 -7.76881819e+01  1.54947811e+03  1.76383016e+02  1.50117668e+03  3.48358617e+02 -5.76510593e+03 -1.31045214e+03 -4.84346804e+03 -2.85750703e+03  8.67031151e+03  5.11453146e+03 
 3.54813389e+06  8.73851061e+03  5.01776389e+03 -6.76637785e+02 -7.59589750e+01  1.55037494e+03  1.72448813e+02  1.50383255e+03  3.40806604e+02 -5.77471980e+03 -1.28184035e+03 -4.88933600e+03 -2.80801207e+03  8.75241874e+03  5.02591628e+03 
 3.63078055e+06  8.81752054e+03  4.92965221e+03 -6.77018235e+02 -7.42660619e+01  1.55123237e+03  1.68597146e+02  1.50637372e+03  3.33400050e+02 -5.78391347e+03 -1.25379123e+03 -4.93354411e+03 -2.75872211e+03  8.83155469e+03  4.93766771e+03 
 3.71535229e+06  8.89364182e+03  4.84198599e+03 -6.77381962e+02 -7.26088043e+01  1.55205211e+03  1.64826553e+02  1.50880494e+03  3.26137298e+02 -5.79270471e+03 -1.22629765e+03 -4.97613594e+03 -2.70968162e+03  8.90779738e+03  4.84986537e+03 
 3.80189396e+06  8.96695278e+03  4.75483908e+03 -6.77729684e+02 -7.09865664e+01  1.55283575e+03  1.61135577e+02  1.51113079e+03  3.19016622e+02 -5.80111061e+03 -1.19935223e+03 -5.01715533e+03 -2.66093196e+03  8.98122527e+03  4.76258327e+03 
 3.89045145e+06  9.03753199e+03  4.66827993e+03 -6.78062089e+02 -6.93987152e+01  1.55358487e+03  1.57522771e+02  1.51335565e+03  3.12036241e+02 -5.80914759e+03 -1.17294745e+03 -5.05664623e+03 -2.61251141e+03  9.05191705e+03  4.67588996e+03 
 3.98107171e+06  9.10545793e+03  4.58237177e+03 -6.78379837e+02 -6.78446213e+01  1.55430094e+03  1.53986692e+02  1.51548376e+03  3.05194320e+02 -5.81683138e+03 -1.14707561e+03 -5.09465257e+03 -2.56445536e+03  9.11995134e+03  4.58984874e+03 
 4.07380278e+06  9.17080886e+03  4.49717277e+03 -6.78683563e+02 -6.63236595e+01  1.55498540e+03  1.50525912e+02  1.51751917e+03  2.98488979e+02 -5.82417713e+03 -1.12172887e+03 -5.13121811e+03 -2.51679637e+03  9.18540649e+03  4.50451793e+03 
 4.16869383e+06  9.23366252e+03  4.41273636e+03 -6.78973872e+02 -6.48352094e+01  1.55563962e+03  1.47139010e+02  1.51946580e+03  2.91918300e+02 -5.83119935e+03 -1.09689930e+03 -5.16638638e+03 -2.46956434e+03  9.24836041e+03  4.41995100e+03 
 4.26579519e+06  9.29409604e+03  4.32911134e+03 -6.79251348e+02 -6.33786559e+01  1.55626490e+03  1.43824581e+02  1.52132739e+03  2.85480332e+02 -5.83791194e+03 -1.07257889e+03 -5.20020051e+03 -2.42278657e+03  9.30889032e+03  4.33619684e+03 
 4.36515832e+06  9.35218571e+03  4.24634214e+03 -6.79516547e+02 -6.19533891e+01  1.55686252e+03  1.40581230e+02  1.52310755e+03  2.79173098e+02 -5.84432828e+03 -1.04875954e+03 -5.23270319e+03 -2.37648795e+03  9.36707264e+03  4.25329997e+03 
 4.46683592e+06  9.40800686e+03  4.16446903e+03 -6.79770003e+02 -6.05588058e+01  1.55743366e+03  1.37407578e+02  1.52480974e+03  2.72994596e+02 -5.85046117e+03 -1.02543310e+03 -5.26393659e+03 -2.33069100e+03  9.42298283e+03  4.17130072e+03 
 4.57088190e+06  9.46163375e+03  4.08352831e+03 -6.80012228e+02 -5.91943085e+01  1.55797949e+03  1.34302260e+02  1.52643728e+03  2.66942808e+02 -5.85632288e+03 -1.00259142e+03 -5.29394224e+03 -2.28541605e+03  9.47669526e+03  4.09023544e+03 
 4.67735141e+06  9.51313943e+03  4.00355253e+03 -6.80243712e+02 -5.78593069e+01  1.55850111e+03  1.31263928e+02  1.52799337e+03  2.61015702e+02 -5.86192518e+03 -9.80226277e+02 -5.32276101e+03 -2.24068131e+03  9.52828309e+03  4.01013675e+03 
 4.78630092e+06  9.56259563e+03  3.92457067e+03 -6.80464925e+02 -5.65532176e+01  1.55899958e+03  1.28291247e+02  1.52948106e+03  2.55211235e+02 -5.86727936e+03 -9.58329485e+02 -5.35043305e+03 -2.19650300e+03  9.57781817e+03  3.93103367e+03 
 4.89778819e+06  9.61007272e+03  3.84660836e+03 -6.80676315e+02 -5.52754641e+01  1.55947591e+03  1.25382902e+02  1.53090329e+03  2.49527362e+02 -5.87239621e+03 -9.36892844e+02 -5.37699773e+03 -2.15289548e+03  9.62537100e+03  3.85295186e+03 
 5.01187234e+06  9.65563962e+03  3.76968804e+03 -6.80878315e+02 -5.40254777e+01  1.55993107e+03  1.22537594e+02  1.53226287e+03  2.43962031e+02 -5.87728609e+03 -9.15908180e+02 -5.40249361e+03 -2.10987130e+03  9.67101057e+03  3.77591382e+03 
 5.12861384e+06  9.69936371e+03  3.69382916e+03 -6.81071334e+02 -5.28026972e+01  1.56036600e+03  1.19754041e+02  1.53356251e+03  2.38513192e+02 -5.88195892e+03 -8.95367342e+02 -5.42695839e+03 -2.06744137e+03  9.71480441e+03  3.69993903e+03 
 5.24807460e+06  9.74131082e+03  3.61904835e+03 -6.81255768e+02 -5.16065691e+01  1.56078158e+03  1.17030979e+02  1.53480480e+03  2.33178802e+02 -5.88642419e+03 -8.75262221e+02 -5.45042890e+03 -2.02561499e+03  9.75681843e+03  3.62504415e+03 
 5.37031796e+06  9.78154518e+03  3.54535962e+03 -6.81431995e+02 -5.04365480e+01  1.56117865e+03  1.14367162e+02  1.53599221e+03  2.27956818e+02 -5.89069100e+03 -8.55584754e+02 -5.47294109e+03 -1.98440000e+03  9.79711697e+03  3.55124319e+03 
 5.49540874e+06  9.82012938e+03  3.47277447e+03 -6.81600375e+02 -4.92920963e+01  1.56155805e+03  1.11761364e+02  1.53712713e+03  2.22845210e+02 -5.89476805e+03 -8.36326931e+02 -5.49452997e+03 -1.94380285e+03  9.83576271e+03  3.47854771e+03 
 5.62341325e+06  9.85712437e+03  3.40130209e+03 -6.81761254e+02 -4.81726848e+01  1.56192054e+03  1.09212376e+02  1.53821184e+03  2.17841956e+02 -5.89866369e+03 -8.17480804e+02 -5.51522965e+03 -1.90382870e+03  9.87281671e+03  3.40696689e+03 
 5.75439937e+06  9.89258940e+03  3.33094950e+03 -6.81914963e+02 -4.70777923e+01  1.56226687e+03  1.06719008e+02  1.53924852e+03  2.12945049e+02 -5.90238588e+03 -7.99038496e+02 -5.53507327e+03 -1.86448148e+03  9.90833831e+03  3.33650778e+03 
 5.88843655e+06  9.92658207e+03  3.26172171e+03 -6.82061818e+02 -4.60069059e+01  1.56259776e+03  1.04280090e+02  1.54023926e+03  2.08152494e+02 -5.90594227e+03 -7.80992199e+02 -5.55409308e+03 -1.82576399e+03  9.94238521e+03  3.26717539e+03 
 6.02559586e+06  9.95915830e+03  3.19362183e+03 -6.82202123e+02 -4.49595209e+01  1.56291389e+03  1.01894469e+02  1.54118608e+03  2.03462315e+02 -5.90934016e+03 -7.63334188e+02 -5.57232035e+03 -1.78767800e+03  9.97501340e+03  3.19897284e+03 
 6.16595002e+06  9.99037233e+03  3.12665122e+03 -6.82336167e+02 -4.39351411e+01  1.56321590e+03  9.95610130e+01  1.54209087e+03  1.98872549e+02 -5.91258655e+03 -7.46056818e+02 -5.58978543e+03 -1.75022426e+03  1.00062772e+04  3.13190150e+03 
 6.30957344e+06  1.00202767e+04  3.06080962e+03 -6.82464227e+02 -4.29332784e+01  1.56350443e+03  9.72786071e+01  1.54295550e+03  1.94381256e+02 -5.91568813e+03 -7.29152536e+02 -5.60651774e+03 -1.71340265e+03  1.00362293e+04  3.06596111e+03 
 6.45654229e+06  1.00489224e+04  2.99609526e+03 -6.82586568e+02 -4.19534532e+01  1.56378008e+03  9.50461567e+01  1.54378171e+03  1.89986515e+02 -5.91865130e+03 -7.12613875e+02 -5.62254579e+03 -1.67721219e+03  1.00649207e+04  3.00114989e+03 
 6.60693448e+06  1.00763587e+04  2.93250498e+03 -6.82703443e+02 -4.09951940e+01  1.56404340e+03  9.28625855e+01  1.54457119e+03  1.85686425e+02 -5.92148217e+03 -6.96433465e+02 -5.63789714e+03 -1.64165111e+03  1.00924008e+04  2.93746471e+03 
 6.76082975e+06  1.01026333e+04  2.87003434e+03 -6.82815095e+02 -4.00580378e+01  1.56429496e+03  9.07268362e+01  1.54532556e+03  1.81479107e+02 -5.92418662e+03 -6.80604034e+02 -5.65259849e+03 -1.60671694e+03  1.01187173e+04  2.87490109e+03 
 6.91830971e+06  1.01277923e+04  2.80867772e+03 -6.82921756e+02 -3.91415295e+01  1.56453527e+03  8.86378703e+01  1.54604636e+03  1.77362707e+02 -5.92677024e+03 -6.65118406e+02 -5.66667561e+03 -1.57240656e+03  1.01439164e+04  2.81345343e+03 
 7.07945784e+06  1.01518802e+04  2.74842842e+03 -6.83023647e+02 -3.82452225e+01  1.56476483e+03  8.65946678e+01  1.54673506e+03  1.73335392e+02 -5.92923839e+03 -6.49969508e+02 -5.68015344e+03 -1.53871621e+03  1.01680427e+04  2.75311501e+03 
 7.24435960e+06  1.01749400e+04  2.68927874e+03 -6.83120981e+02 -3.73686782e+01  1.56498413e+03  8.45962271e+01  1.54739308e+03  1.69395354e+02 -5.93159620e+03 -6.35150370e+02 -5.69305604e+03 -1.50564160e+03  1.01911393e+04  2.69387812e+03 
 7.41310241e+06  1.01970132e+04  2.63122008e+03 -6.83213959e+02 -3.65114659e+01  1.56519360e+03  8.26415652e+01  1.54802177e+03  1.65540811e+02 -5.93384856e+03 -6.20654126e+02 -5.70540662e+03 -1.47317793e+03  1.02132478e+04  2.63573415e+03 
 7.58577575e+06  1.02181399e+04  2.57424301e+03 -6.83302776e+02 -3.56731632e+01  1.56539371e+03  8.07297169e+01  1.54862243e+03  1.61770005e+02 -5.93600015e+03 -6.06474014e+02 -5.71722758e+03 -1.44131994e+03  1.02344082e+04  2.57867367e+03 
 7.76247117e+06  1.02383587e+04  2.51833735e+03 -6.83387617e+02 -3.48533554e+01  1.56558485e+03  7.88597352e+01  1.54919630e+03  1.58081204e+02 -5.93805547e+03 -5.92603380e+02 -5.72854052e+03 -1.41006195e+03  1.02546592e+04  2.52268649e+03 
 7.94328235e+06  1.02577066e+04  2.46349227e+03 -6.83468658e+02 -3.40516356e+01  1.56576743e+03  7.70306910e+01  1.54974456e+03  1.54472700e+02 -5.94001879e+03 -5.79035675e+02 -5.73936626e+03 -1.37939790e+03  1.02740380e+04  2.46776174e+03 
 8.12830516e+06  1.02762197e+04  2.40969630e+03 -6.83546070e+02 -3.32676048e+01  1.56594183e+03  7.52416725e+01  1.55026834e+03  1.50942815e+02 -5.94189421e+03 -5.65764458e+02 -5.74972484e+03 -1.34932138e+03  1.02925806e+04  2.41388797e+03 
 8.31763771e+06  1.02939323e+04  2.35693745e+03 -6.83620013e+02 -3.25008715e+01  1.56610842e+03  7.34917854e+01  1.55076872e+03  1.47489894e+02 -5.94368564e+03 -5.52783393e+02 -5.75963557e+03 -1.31982571e+03  1.03103215e+04  2.36105314e+03 
 8.51138038e+06  1.03108778e+04  2.30520321e+03 -6.83690644e+02 -3.17510520e+01  1.56626754e+03  7.17801526e+01  1.55124676e+03  1.44112311e+02 -5.94539682e+03 -5.40086254e+02 -5.76911703e+03 -1.29090391e+03  1.03272940e+04  2.30924476e+03 
