 frequency       v(finalp,finaln) v(finalp,finaln)
 4.46683592e+06  4.19862855e+03  1.30685472e+03 
 4.57088190e+06  4.21073375e+03  1.27782480e+03 
 4.67735141e+06  4.22231184e+03  1.24928921e+03 
 4.78630092e+06  4.23338375e+03  1.22124451e+03 
 4.89778819e+06  4.24396964e+03  1.19368674e+03 
 5.01187234e+06  4.25408891e+03  1.16661157e+03 
 5.12861384e+06  4.26376023e+03  1.14001422e+03 
 5.24807460e+06  4.27300156e+03  1.11388960e+03 
 5.37031796e+06  4.28183014e+03  1.08823227e+03 
 5.49540874e+06  4.29026255e+03  1.06303651e+03 
 5.62341325e+06  4.29831471e+03  1.03829632e+03 
 5.75439937e+06  4.30600188e+03  1.01400551e+03 
 5.88843655e+06  4.31333871e+03  9.90157632e+02 
 6.02559586e+06  4.32033923e+03  9.66746081e+02 
 6.16595002e+06  4.32701689e+03  9.43764082e+02 
 6.30957344e+06  4.33338455e+03  9.21204717e+02 
 6.45654229e+06  4.33945454e+03  8.99060943e+02 
 6.60693448e+06  4.34523862e+03  8.77325613e+02 
 6.76082975e+06  4.35074804e+03  8.55991487e+02 
 6.91830971e+06  4.35599354e+03  8.35051252e+02 
 7.07945784e+06  4.36098537e+03  8.14497529e+02 
 7.24435960e+06  4.36573330e+03  7.94322893e+02 
 7.41310241e+06  4.37024663e+03  7.74519878e+02 
 7.58577575e+06  4.37453421e+03  7.55080992e+02 
 7.76247117e+06  4.37860445e+03  7.35998724e+02 
 7.94328235e+06  4.38246532e+03  7.17265551e+02 
 8.12830516e+06  4.38612441e+03  6.98873951e+02 
 8.31763771e+06  4.38958887e+03  6.80816405e+02 
 8.51138038e+06  4.39286547e+03  6.63085405e+02 
 8.70963590e+06  4.39596059e+03  6.45673460e+02 
 8.91250938e+06  4.39888023e+03  6.28573101e+02 
 9.12010839e+06  4.40163004e+03  6.11776884e+02 
 9.33254301e+06  4.40421527e+03  5.95277396e+02 
 9.54992586e+06  4.40664085e+03  5.79067255e+02 
 9.77237221e+06  4.40891134e+03  5.63139119e+02 
 1.00000000e+07  4.41103096e+03  5.47485682e+02 
 1.02329299e+07  4.41300358e+03  5.32099679e+02 
 1.04712855e+07  4.41483274e+03  5.16973889e+02 
 1.07151931e+07  4.41652163e+03  5.02101134e+02 
 1.09647820e+07  4.41807309e+03  4.87474283e+02 
 1.12201845e+07  4.41948965e+03  4.73086252e+02 
 1.14815362e+07  4.42077346e+03  4.58930004e+02 
 1.17489755e+07  4.42192636e+03  4.44998552e+02 
 1.20226443e+07  4.42294980e+03  4.31284962e+02 
 1.23026877e+07  4.42384491e+03  4.17782347e+02 
 1.25892541e+07  4.42461240e+03  4.04483879e+02 
 1.28824955e+07  4.42525266e+03  3.91382780e+02 
 1.31825674e+07  4.42576565e+03  3.78472334e+02 
 1.34896288e+07  4.42615093e+03  3.65745884e+02 
 1.38038426e+07  4.42640765e+03  3.53196837e+02 
 1.41253754e+07  4.42653450e+03  3.40818670e+02 
 1.44543977e+07  4.42652971e+03  3.28604936e+02 
 1.47910839e+07  4.42639103e+03  3.16549270e+02 
 1.51356125e+07  4.42611567e+03  3.04645398e+02 
 1.54881662e+07  4.42570028e+03  2.92887155e+02 
 1.58489319e+07  4.42514095e+03  2.81268490e+02 
 1.62181010e+07  4.42443310e+03  2.69783492e+02 
 1.65958691e+07  4.42357147e+03  2.58426409e+02 
 1.69824365e+07  4.42255007e+03  2.47191675e+02 
 1.73780083e+07  4.42136212e+03  2.36073945e+02 
 1.77827941e+07  4.41999996e+03  2.25068134e+02 
 1.81970086e+07  4.41845500e+03  2.14169467e+02 
 1.86208714e+07  4.41671762e+03  2.03373542e+02 
 1.90546072e+07  4.41477709e+03  1.92676398e+02 
 1.94984460e+07  4.41262147e+03  1.82074607e+02 
 1.99526231e+07  4.41023750e+03  1.71565382e+02 
 2.04173794e+07  4.40761047e+03  1.61146705e+02 
 2.08929613e+07  4.40472408e+03  1.50817485e+02 
 2.13796209e+07  4.40156035e+03  1.40577749e+02 
 2.18776162e+07  4.39809941e+03  1.30428871e+02 
 2.23872114e+07  4.39431938e+03  1.20373851e+02 
 2.29086765e+07  4.39019620e+03  1.10417646e+02 
 2.34422882e+07  4.38570347e+03  1.00567578e+02 
 2.39883292e+07  4.38081231e+03  9.08338157e+01 
 2.45470892e+07  4.37549120e+03  8.12299594e+01 
 2.51188643e+07  4.36970594e+03  7.17737354e+01 
 2.57039578e+07  4.36341954e+03  6.24878298e+01 
 2.63026799e+07  4.35659230e+03  5.34008760e+01 
 2.69153480e+07  4.34918196e+03  4.45486219e+01 
 2.75422870e+07  4.34114402e+03  3.59752957e+01 
 2.81838293e+07  4.33243239e+03  2.77351905e+01 
 2.88403150e+07  4.32300023e+03  1.98944743e+01 
 2.95120923e+07  4.31280136e+03  1.25332186e+01 
 3.01995172e+07  4.30179227e+03  5.74761169e+00 
 3.09029543e+07  4.28993482e+03 -3.47721972e-01 
 3.16227766e+07  4.27720004e+03 -5.61743957e+00 
 3.23593657e+07  4.26357308e+03 -9.90347154e+00 
 3.31131121e+07  4.24905963e+03 -1.30236533e+01 
 3.38844156e+07  4.23369392e+03 -1.47715299e+01 
 3.46736850e+07  4.21754842e+03 -1.49180644e+01 
 3.54813389e+07  4.20074502e+03 -1.32161908e+01 
 3.63078055e+07  4.18346701e+03 -9.40931956e+00 
 3.71535229e+07  4.16597086e+03 -3.24494679e+00 
 3.80189396e+07  4.14859575e+03  5.50570181e+00 
 3.89045145e+07  4.13176818e+03  1.70217054e+01 
 3.98107171e+07  4.11599817e+03  3.14010870e+01 
 4.07380278e+07  4.10186363e+03  4.86267970e+01 
 4.16869383e+07  4.08998016e+03  6.85349604e+01 
 4.26579519e+07  4.08095582e+03  9.07922540e+01 
 4.36515832e+07  4.07533421e+03  1.14890037e+02 
 4.46683592e+07  4.07353337e+03  1.40161435e+02 
 4.57088190e+07  4.07579125e+03  1.65823532e+02 
 4.67735141e+07  4.08212974e+03  1.91040805e+02 
 4.78630092e+07  4.09234605e+03  2.14999863e+02 
 4.89778819e+07  4.10603424e+03  2.36981919e+02 
 5.01187234e+07  4.12263232e+03  2.56419747e+02 
 5.12861384e+07  4.14148471e+03  2.72930336e+02 
 5.24807460e+07  4.16190739e+03  2.86320883e+02 
 5.37031796e+07  4.18324495e+03  2.96571935e+02 
 5.49540874e+07  4.20491251e+03  3.03805240e+02 
 5.62341325e+07  4.22642041e+03  3.08244819e+02 
 5.75439937e+07  4.24738327e+03  3.10178429e+02 
 5.88843655e+07  4.26751704e+03  3.09924171e+02 
 6.02559586e+07  4.28662840e+03  3.07804501e+02 
 6.16595002e+07  4.30460025e+03  3.04127969e+02 
 6.30957344e+07  4.32137621e+03  2.99177838e+02 
 6.45654229e+07  4.33694602e+03  2.93206150e+02 
 6.60693448e+07  4.35133280e+03  2.86431774e+02 
 6.76082975e+07  4.36458249e+03  2.79041101e+02 
 6.91830971e+07  4.37675557e+03  2.71190333e+02 
 7.07945784e+07  4.38792079e+03  2.63008603e+02 
 7.24435960e+07  4.39815055e+03  2.54601389e+02 
 7.41310241e+07  4.40751762e+03  2.46053900e+02 
 7.58577575e+07  4.41609296e+03  2.37434235e+02 
 7.76247117e+07  4.42394428e+03  2.28796214e+02 
 7.94328235e+07  4.43113518e+03  2.20181856e+02 
 8.12830516e+07  4.43772478e+03  2.11623499e+02 
 8.31763771e+07  4.44376749e+03  2.03145596e+02 
 8.51138038e+07  4.44931314e+03  1.94766205e+02 
 8.70963590e+07  4.45440711e+03  1.86498233e+02 
 8.91250938e+07  4.45909059e+03  1.78350455e+02 
 9.12010839e+07  4.46340086e+03  1.70328346e+02 
 9.33254301e+07  4.46737163e+03  1.62434762e+02 
 9.54992586e+07  4.47103332e+03  1.54670493e+02 
 9.77237221e+07  4.47441336e+03  1.47034707e+02 
 1.00000000e+08  4.47753650e+03  1.39525315e+02 
 1.02329299e+08  4.48042504e+03  1.32139254e+02 
 1.04712855e+08  4.48309908e+03  1.24872727e+02 
 1.07151931e+08  4.48557677e+03  1.17721386e+02 
 1.09647820e+08  4.48787448e+03  1.10680479e+02 
 1.12201845e+08  4.49000701e+03  1.03744974e+02 
 1.14815362e+08  4.49198771e+03  9.69096439e+01 
 1.17489755e+08  4.49382868e+03  9.01691486e+01 
 1.20226443e+08  4.49554087e+03  8.35180869e+01 
 1.23026877e+08  4.49713419e+03  7.69510432e+01 
 1.25892541e+08  4.49861763e+03  7.04626210e+01 
 1.28824955e+08  4.49999936e+03  6.40474693e+01 
 1.31825674e+08  4.50128680e+03  5.77003008e+01 
 1.34896288e+08  4.50248670e+03  5.14159061e+01 
 1.38038426e+08  4.50360519e+03  4.51891633e+01 
 1.41253754e+08  4.50464788e+03  3.90150432e+01 
 1.44543977e+08  4.50561985e+03  3.28886134e+01 
 1.47910839e+08  4.50652577e+03  2.68050393e+01 
 1.51356125e+08  4.50736987e+03  2.07595833e+01 
 1.54881662e+08  4.50815603e+03  1.47476036e+01 
 1.58489319e+08  4.50888780e+03  8.76455104e+00 
 1.62181010e+08  4.50956841e+03  2.80596602e+00 
 1.65958691e+08  4.51020082e+03 -3.13252571e+00 
 1.69824365e+08  4.51078775e+03 -9.05521734e+00 
 1.73780083e+08  4.51133166e+03 -1.49663256e+01 
 1.77827941e+08  4.51183482e+03 -2.08699957e+01 
 1.81970086e+08  4.51229929e+03 -2.67703058e+01 
 1.86208714e+08  4.51272697e+03 -3.26712727e+01 
 1.90546072e+08  4.51311957e+03 -3.85768559e+01 
 1.94984460e+08  4.51347866e+03 -4.44909630e+01 
 1.99526231e+08  4.51380566e+03 -5.04174543e+01 
 2.04173794e+08  4.51410189e+03 -5.63601473e+01 
 2.08929613e+08  4.51436849e+03 -6.23228216e+01 
 2.13796209e+08  4.51460655e+03 -6.83092231e+01 
 2.18776162e+08  4.51481700e+03 -7.43230684e+01 
 2.23872114e+08  4.51500071e+03 -8.03680490e+01 
 2.29086765e+08  4.51515842e+03 -8.64478351e+01 
 2.34422882e+08  4.51529082e+03 -9.25660799e+01 
 2.39883292e+08  4.51539849e+03 -9.87264230e+01 
 2.45470892e+08  4.51548194e+03 -1.04932494e+02 
 2.51188643e+08  4.51554159e+03 -1.11187918e+02 
 2.57039578e+08  4.51557781e+03 -1.17496314e+02 
 2.63026799e+08  4.51559090e+03 -1.23861305e+02 
 2.69153480e+08  4.51558107e+03 -1.30286516e+02 
 2.75422870e+08  4.51554849e+03 -1.36775578e+02 
 2.81838293e+08  4.51549326e+03 -1.43332134e+02 
 2.88403150e+08  4.51541542e+03 -1.49959838e+02 
 2.95120923e+08  4.51531495e+03 -1.56662359e+02 
 3.01995172e+08  4.51519177e+03 -1.63443387e+02 
 3.09029543e+08  4.51504575e+03 -1.70306630e+02 
 3.16227766e+08  4.51487671e+03 -1.77255822e+02 
 3.23593657e+08  4.51468440e+03 -1.84294721e+02 
 3.31131121e+08  4.51446853e+03 -1.91427114e+02 
 3.38844156e+08  4.51422874e+03 -1.98656820e+02 
 3.46736850e+08  4.51396465e+03 -2.05987691e+02 
 3.54813389e+08  4.51367578e+03 -2.13423614e+02 
 3.63078055e+08  4.51336163e+03 -2.20968512e+02 
 3.71535229e+08  4.51302164e+03 -2.28626352e+02 
 3.80189396e+08  4.51265519e+03 -2.36401141e+02 
 3.89045145e+08  4.51226161e+03 -2.44296929e+02 
 3.98107171e+08  4.51184016e+03 -2.52317814e+02 
 4.07380278e+08  4.51139007e+03 -2.60467943e+02 
 4.16869383e+08  4.51091048e+03 -2.68751512e+02 
 4.26579519e+08  4.51040051e+03 -2.77172769e+02 
 4.36515832e+08  4.50985918e+03 -2.85736017e+02 
 4.46683592e+08  4.50928549e+03 -2.94445617e+02 
 4.57088190e+08  4.50867834e+03 -3.03305986e+02 
 4.67735141e+08  4.50803659e+03 -3.12321602e+02 
 4.78630092e+08  4.50735903e+03 -3.21497004e+02 
 4.89778819e+08  4.50664438e+03 -3.30836796e+02 
 5.01187234e+08  4.50589129e+03 -3.40345647e+02 
 5.12861384e+08  4.50509835e+03 -3.50028295e+02 
 5.24807460e+08  4.50426405e+03 -3.59889544e+02 
 5.37031796e+08  4.50338685e+03 -3.69934274e+02 
 5.49540874e+08  4.50246508e+03 -3.80167432e+02 
 5.62341325e+08  4.50149704e+03 -3.90594046e+02 
 5.75439937e+08  4.50048091e+03 -4.01219216e+02 
 5.88843655e+08  4.49941479e+03 -4.12048122e+02 
 6.02559586e+08  4.49829672e+03 -4.23086025e+02 
 6.16595002e+08  4.49712462e+03 -4.34338265e+02 
 6.30957344e+08  4.49589633e+03 -4.45810269e+02 
 6.45654229e+08  4.49460957e+03 -4.57507547e+02 
 6.60693448e+08  4.49326199e+03 -4.69435699e+02 
 6.76082975e+08  4.49185113e+03 -4.81600410e+02 
 6.91830971e+08  4.49037439e+03 -4.94007458e+02 
 7.07945784e+08  4.48882909e+03 -5.06662714e+02 
 7.24435960e+08  4.48721243e+03 -5.19572142e+02 
 7.41310241e+08  4.48552146e+03 -5.32741803e+02 
 7.58577575e+08  4.48375315e+03 -5.46177853e+02 
 7.76247117e+08  4.48190430e+03 -5.59886551e+02 
 7.94328235e+08  4.47997159e+03 -5.73874253e+02 
 8.12830516e+08  4.47795155e+03 -5.88147421e+02 
 8.31763771e+08  4.47584058e+03 -6.02712620e+02 
 8.51138038e+08  4.47363491e+03 -6.17576520e+02 
 8.70963590e+08  4.47133061e+03 -6.32745898e+02 
 8.91250938e+08  4.46892360e+03 -6.48227641e+02 
 9.12010839e+08  4.46640962e+03 -6.64028747e+02 
 9.33254301e+08  4.46378421e+03 -6.80156322e+02 
 9.54992586e+08  4.46104277e+03 -6.96617588e+02 
 9.77237221e+08  4.45818045e+03 -7.13419881e+02 
 1.00000000e+09  4.45519224e+03 -7.30570649e+02 
 1.02329299e+09  4.45207289e+03 -7.48077459e+02 
 1.04712855e+09  4.44881694e+03 -7.65947994e+02 
 1.07151931e+09  4.44541872e+03 -7.84190055e+02 
 1.09647820e+09  4.44187228e+03 -8.02811559e+02 
 1.12201845e+09  4.43817144e+03 -8.21820545e+02 
 1.14815362e+09  4.43430978e+03 -8.41225167e+02 
 1.17489755e+09  4.43028057e+03 -8.61033702e+02 
 1.20226443e+09  4.42607682e+03 -8.81254542e+02 
 1.23026877e+09  4.42169124e+03 -9.01896198e+02 
 1.25892541e+09  4.41711624e+03 -9.22967301e+02 
 1.28824955e+09  4.41234390e+03 -9.44476595e+02 
 1.31825674e+09  4.40736596e+03 -9.66432941e+02 
 1.34896288e+09  4.40217382e+03 -9.88845315e+02 
 1.38038426e+09  4.39675851e+03 -1.01172280e+03 
 1.41253754e+09  4.39111070e+03 -1.03507460e+03 
 1.44543977e+09  4.38522063e+03 -1.05891001e+03 
 1.47910839e+09  4.37907817e+03 -1.08323844e+03 
 1.51356125e+09  4.37267274e+03 -1.10806940e+03 
 1.54881662e+09  4.36599330e+03 -1.13341250e+03 
 1.58489319e+09  4.35902838e+03 -1.15927743e+03 
 1.62181010e+09  4.35176599e+03 -1.18567398e+03 
 1.65958691e+09  4.34419367e+03 -1.21261202e+03 
 1.69824365e+09  4.33629841e+03 -1.24010150e+03 
 1.73780083e+09  4.32806667e+03 -1.26815243e+03 
 1.77827941e+09  4.31948434e+03 -1.29677490e+03 
 1.81970086e+09  4.31053671e+03 -1.32597904e+03 
 1.86208714e+09  4.30120847e+03 -1.35577505e+03 
 1.90546072e+09  4.29148367e+03 -1.38617316e+03 
 1.94984460e+09  4.28134569e+03 -1.41718363e+03 
 1.99526231e+09  4.27077721e+03 -1.44881673e+03 
 2.04173794e+09  4.25976021e+03 -1.48108278e+03 
 2.08929613e+09  4.24827591e+03 -1.51399206e+03 
 2.13796209e+09  4.23630476e+03 -1.54755486e+03 
 2.18776162e+09  4.22382639e+03 -1.58178145e+03 
 2.23872114e+09  4.21081959e+03 -1.61668206e+03 
 2.29086765e+09  4.19726230e+03 -1.65226685e+03 
 2.34422882e+09  4.18313149e+03 -1.68854595e+03 
 2.39883292e+09  4.16840324e+03 -1.72552939e+03 
 2.45470892e+09  4.15305261e+03 -1.76322709e+03 
 2.51188643e+09  4.13705362e+03 -1.80164889e+03 
 2.57039578e+09  4.12037922e+03 -1.84080445e+03 
 2.63026799e+09  4.10300125e+03 -1.88070332e+03 
 2.69153480e+09  4.08489036e+03 -1.92135483e+03 
 2.75422870e+09  4.06601599e+03 -1.96276815e+03 
 2.81838293e+09  4.04634627e+03 -2.00495220e+03 
 2.88403150e+09  4.02584802e+03 -2.04791565e+03 
 2.95120923e+09  4.00448664e+03 -2.09166690e+03 
 3.01995172e+09  3.98222606e+03 -2.13621402e+03 
 3.09029543e+09  3.95902869e+03 -2.18156475e+03 
 3.16227766e+09  3.93485529e+03 -2.22772643e+03 
 3.23593657e+09  3.90966495e+03 -2.27470597e+03 
 3.31131121e+09  3.88341496e+03 -2.32250982e+03 
 3.38844156e+09  3.85606073e+03 -2.37114391e+03 
 3.46736850e+09  3.82755570e+03 -2.42061358e+03 
 3.54813389e+09  3.79785125e+03 -2.47092354e+03 
 3.63078055e+09  3.76689654e+03 -2.52207779e+03 
 3.71535229e+09  3.73463843e+03 -2.57407956e+03 
 3.80189396e+09  3.70102133e+03 -2.62693120e+03 
 3.89045145e+09  3.66598710e+03 -2.68063412e+03 
 3.98107171e+09  3.62947486e+03 -2.73518868e+03 
 4.07380278e+09  3.59142086e+03 -2.79059404e+03 
 4.16869383e+09  3.55175832e+03 -2.84684811e+03 
 4.26579519e+09  3.51041723e+03 -2.90394730e+03 
 4.36515832e+09  3.46732422e+03 -2.96188648e+03 
 4.46683592e+09  3.42240229e+03 -3.02065872e+03 
 4.57088190e+09  3.37557066e+03 -3.08025511e+03 
 4.67735141e+09  3.32674454e+03 -3.14066459e+03 
 4.78630092e+09  3.27583489e+03 -3.20187362e+03 
 4.89778819e+09  3.22274818e+03 -3.26386601e+03 
 5.01187234e+09  3.16738614e+03 -3.32662252e+03 
 5.12861384e+09  3.10964549e+03 -3.39012061e+03 
 5.24807460e+09  3.04941767e+03 -3.45433400e+03 
 5.37031796e+09  2.98658854e+03 -3.51923229e+03 
 5.49540874e+09  2.92103808e+03 -3.58478048e+03 
 5.62341325e+09  2.85264008e+03 -3.65093848e+03 
 5.75439937e+09  2.78126183e+03 -3.71766051e+03 
 5.88843655e+09  2.70676375e+03 -3.78489446e+03 
 6.02559586e+09  2.62899912e+03 -3.85258123e+03 
 6.16595002e+09  2.54781368e+03 -3.92065388e+03 
 6.30957344e+09  2.46304530e+03 -3.98903681e+03 
 6.45654229e+09  2.37452365e+03 -4.05764478e+03 
 6.60693448e+09  2.28206987e+03 -4.12638180e+03 
 6.76082975e+09  2.18549622e+03 -4.19513999e+03 
 6.91830971e+09  2.08460578e+03 -4.26379822e+03 
 7.07945784e+09  1.97919218e+03 -4.33222064e+03 
 7.24435960e+09  1.86903934e+03 -4.40025504e+03 
 7.41310241e+09  1.75392127e+03 -4.46773105e+03 
 7.58577575e+09  1.63360195e+03 -4.53445814e+03 
 7.76247117e+09  1.50783524e+03 -4.60022332e+03 
 7.94328235e+09  1.37636491e+03 -4.66478873e+03 
 8.12830516e+09  1.23892487e+03 -4.72788884e+03 
 8.31763771e+09  1.09523941e+03 -4.78922741e+03 
 8.51138038e+09  9.45023764e+02 -4.84847412e+03 
 8.70963590e+09  7.87984854e+02 -4.90526078e+03 
 8.91250938e+09  6.23822323e+02 -4.95917722e+03 
 9.12010839e+09  4.52229950e+02 -5.00976666e+03 
 9.33254301e+09  2.72897486e+02 -5.05652069e+03 
 9.54992586e+09  8.55130250e+01 -5.09887360e+03 
 9.77237221e+09 -1.10233983e+02 -5.13619631e+03 
 1.00000000e+10 -3.14648936e+02 -5.16778955e+03 
 1.02329299e+10 -5.28027349e+02 -5.19287650e+03 
 1.04712855e+10 -7.50648978e+02 -5.21059470e+03 
 1.07151931e+10 -9.82770582e+02 -5.21998732e+03 
 1.09647820e+10 -1.22461703e+03 -5.21999370e+03 
 1.12201845e+10 -1.47637046e+03 -5.20943927e+03 
 1.14815362e+10 -1.73815700e+03 -5.18702481e+03 
 1.17489755e+10 -2.01003078e+03 -5.15131526e+03 
 1.20226443e+10 -2.29195444e+03 -5.10072820e+03 
 1.23026877e+10 -2.58377572e+03 -5.03352228e+03 
 1.25892541e+10 -2.88519929e+03 -4.94778604e+03 
 1.28824955e+10 -3.19575296e+03 -4.84142763e+03 
 1.31825674e+10 -3.51474742e+03 -4.71216634e+03 
 1.34896288e+10 -3.84122833e+03 -4.55752698e+03 
 1.38038426e+10 -4.17391968e+03 -4.37483860e+03 
 1.41253754e+10 -4.51115726e+03 -4.16123966e+03 
 1.44543977e+10 -4.85081103e+03 -3.91369224e+03 
 1.47910839e+10 -5.19019540e+03 -3.62900883e+03 
 1.51356125e+10 -5.52596683e+03 -3.30389618e+03 
 1.54881662e+10 -5.85400861e+03 -2.93502192e+03 
 1.58489319e+10 -6.16930407e+03 -2.51911125e+03 
 1.62181010e+10 -6.46580078e+03 -2.05308231e+03 
 1.65958691e+10 -6.73627135e+03 -1.53423071e+03 
 1.69824365e+10 -6.97217959e+03 -9.60475364e+02 
 1.73780083e+10 -7.16356661e+03 -3.30678332e+02 
 1.77827941e+10 -7.29897803e+03  3.54948267e+02 
 1.81970086e+10 -7.36546291e+03  1.09433789e+03 
 1.86208714e+10 -7.34868591e+03  1.88296295e+03 
 1.90546072e+10 -7.23320699e+03  2.71313257e+03 
 1.94984460e+10 -7.00299489e+03  3.57322025e+03 
 1.99526231e+10 -6.64224988e+03  4.44687631e+03 
 2.04173794e+10 -6.13661037e+03  5.31232116e+03 
 2.08929613e+10 -5.47480074e+03  6.14186803e+03 
 2.13796209e+10 -4.65073143e+03  6.90188271e+03 
 2.18776162e+10 -3.66597694e+03  7.55344075e+03 
 2.23872114e+10 -2.53242475e+03  8.05396565e+03 
 2.29086765e+10 -1.27471407e+03  8.36009133e+03 
 2.34422882e+10  6.81047930e+01  8.43184954e+03 
 2.39883292e+10  1.44240010e+03  8.23800873e+03 
 2.45470892e+10  2.78198933e+03  7.76199417e+03 
 2.51188643e+10  4.01284667e+03  7.00737481e+03 
 2.57039578e+10  5.06043570e+03  6.00156543e+03 
 2.63026799e+10  5.85885352e+03  4.79636915e+03 
 2.69153480e+10  6.36018950e+03  3.46443921e+03 
 2.75422870e+10  6.54202649e+03  2.09167079e+03 
 2.81838293e+10  6.41114978e+03  7.66699662e+02 
 2.88403150e+10  6.00236872e+03 -4.30357053e+02 
 2.95120923e+10  5.37265445e+03 -1.43746070e+03 
 3.01995172e+10  4.59206180e+03 -2.21654756e+03 
 3.09029543e+10  3.73363488e+03 -2.75490510e+03 
 3.16227766e+10  2.86446222e+03 -3.06242488e+03 
 3.23593657e+10  2.03937155e+03 -3.16605244e+03 
 3.31131121e+10  1.29780403e+03 -3.10309809e+03 
 3.38844156e+10  6.63565675e+02 -2.91487308e+03 
 3.46736850e+10  1.46648908e+02 -2.64160339e+03 
 3.54813389e+10 -2.53820008e+02 -2.31900527e+03 
 3.63078055e+10 -5.46322392e+02 -1.97646242e+03 
 3.71535229e+10 -7.43939049e+02 -1.63648854e+03 
 3.80189396e+10 -8.61892576e+02 -1.31507283e+03 
 3.89045145e+10 -9.15733744e+02 -1.02253311e+03 
 3.98107171e+10 -9.20133724e+02 -7.64583706e+02 
 4.07380278e+10 -8.88177731e+02 -5.43418953e+02 
 4.16869383e+10 -8.31036136e+02 -3.58696116e+02 
 4.26579519e+10 -7.57896822e+02 -2.08363160e+02 
 4.36515832e+10 -6.76062919e+02 -8.93175623e+01 
 4.46683592e+10 -5.91143498e+02  2.09383447e+00 
 4.57088190e+10 -5.07286331e+02  6.97124036e+01 
 4.67735141e+10 -4.27419357e+02  1.17317482e+02 
 4.78630092e+10 -3.53480666e+02  1.48463719e+02 
 4.89778819e+10 -2.86626050e+02  1.66384387e+02 
 5.01187234e+10 -2.27409399e+02  1.73942696e+02 
