 frequency       v(finalp,finaln) v(finalp,finaln) v(v1p,v1n)      v(v1p,v1n)      v(vga1p,vga1n)  v(vga1p,vga1n)  v(v2p,v2n)      v(v2p,v2n)      v(vga2p,vga2n)  v(vga2p,vga2n)  v(bufinp,bufinn) v(bufinp,bufinn) v(outp,outn)    v(outp,outn)   
 1.00000000e+06 -8.37806102e+01  5.55732096e+03 -5.91104972e+02 -2.35790041e+02  1.31353346e+03  5.19566638e+02  9.48768725e+02  8.95811069e+02 -3.40554456e+03 -3.16591574e+03  4.69451063e+01 -3.10954412e+03 -8.39370398e+01  5.56621124e+03 
 1.34896288e+06  2.12694026e+03  6.47481542e+03 -6.30078503e+02 -1.86299493e+02  1.39881755e+03  4.10103103e+02  1.16820768e+03  7.53859949e+02 -4.17362309e+03 -2.64843146e+03 -1.19000434e+03 -3.62295459e+03  2.13030774e+03  6.48518541e+03 
 1.38038426e+06  2.30802832e+03  6.50418573e+03 -6.32367816e+02 -1.82718325e+02  1.40382214e+03  4.02195203e+02  1.18169318e+03  7.42021474e+02 -4.22042781e+03 -2.60568807e+03 -1.29132750e+03 -3.63939225e+03  2.31168453e+03  6.51460398e+03 
 1.41253754e+06  2.48911625e+03  6.52771647e+03 -6.34569677e+02 -1.79178861e+02  1.40863502e+03  3.94380793e+02  1.19472584e+03  7.30149506e+02 -4.26560742e+03 -2.56287572e+03 -1.39265059e+03 -3.65256259e+03  2.49306118e+03  6.53817369e+03 
 1.44543977e+06  2.66991440e+03  6.54549127e+03 -6.36686799e+02 -1.75682367e+02  1.41326220e+03  3.86662568e+02  1.20731453e+03  7.18259914e+02 -4.30919634e+03 -2.52005063e+03 -1.49381157e+03 -3.66251242e+03  2.67414761e+03  6.55597832e+03 
 1.47910839e+06  2.85014350e+03  6.55760936e+03 -6.38721866e+02 -1.72229974e+02  1.41770959e+03  3.79042932e+02  1.21946852e+03  7.06367663e+02 -4.35123028e+03 -2.47726563e+03 -1.59465417e+03 -3.66929724e+03  2.85466408e+03  6.56811723e+03 
 1.51356125e+06  3.02953550e+03  6.56418442e+03 -6.40677522e+02 -1.68822685e+02  1.42198302e+03  3.71524007e+02  1.23119740e+03  6.94486832e+02 -4.39174597e+03 -2.43457026e+03 -1.69502840e+03 -3.67298067e+03  3.03434212e+03  6.57470430e+03 
 1.54881662e+06  3.20783430e+03  6.56534348e+03 -6.42556371e+02 -1.65461380e+02  1.42608824e+03  3.64107648e+02  1.24251099e+03  6.82630635e+02 -4.43078097e+03 -2.39201081e+03 -1.79479098e+03 -3.67363380e+03  3.21292522e+03  6.57586676e+03 
 1.58489319e+06  3.38479640e+03  6.56122576e+03 -6.44360975e+02 -1.62146824e+02  1.43003088e+03  3.56795460e+02  1.25341936e+03  6.70811441e+02 -4.46837348e+03 -2.34963045e+03 -1.89380565e+03 -3.67133450e+03  3.39016950e+03  6.57174405e+03 
 1.62181010e+06  3.56019145e+03  6.55198149e+03 -6.46093846e+02 -1.58879670e+02  1.43381647e+03  3.49588808e+02  1.26393272e+03  6.59040801e+02 -4.50456219e+03 -2.30746931e+03 -1.99194354e+03 -3.66616686e+03  3.56584423e+03  6.56248663e+03 
 1.65958691e+06  3.73380263e+03  6.53777070e+03 -6.47757448e+02 -1.55660471e+02  1.43745044e+03  3.42488832e+02  1.27406138e+03  6.47329474e+02 -4.53938604e+03 -2.26556459e+03 -2.08908331e+03 -3.65822040e+03  3.73973225e+03  6.54825482e+03 
 1.69824365e+06  3.90542697e+03  6.51876208e+03 -6.49354193e+02 -1.52489678e+02  1.44093809e+03  3.35496459e+02  1.28381576e+03  6.35687448e+02 -4.57288415e+03 -2.22395067e+03 -2.18511141e+03 -3.64758953e+03  3.91163027e+03  6.52921755e+03 
 1.73780083e+06  4.07487558e+03  6.49513179e+03 -6.50886439e+02 -1.49367653e+02  1.44428461e+03  3.28612416e+02  1.29320629e+03  6.24123978e+02 -4.60509563e+03 -2.18265919e+03 -2.27992215e+03 -3.63437280e+03  4.08134908e+03  6.50555126e+03 
 1.77827941e+06  4.24197374e+03  6.46706228e+03 -6.52356488e+02 -1.46294667e+02  1.44749505e+03  3.21837241e+02  1.30224341e+03  6.12647605e+02 -4.63605950e+03 -2.14171922e+03 -2.37341775e+03 -3.61867230e+03  4.24871371e+03  6.47743870e+03 
 1.81970086e+06  4.40656093e+03  6.43474121e+03 -6.53766587e+02 -1.43270915e+02  1.45057435e+03  3.15171299e+02  1.31093753e+03  6.01266190e+02 -4.66581454e+03 -2.10115731e+03 -2.46550842e+03 -3.60059305e+03  4.41356336e+03  6.44506784e+03 
 1.86208714e+06  4.56849076e+03  6.39836036e+03 -6.55118923e+02 -1.40296511e+02  1.45352732e+03  3.08614785e+02  1.31929902e+03  5.89986943e+02 -4.69439918e+03 -2.06099765e+03 -2.55611224e+03 -3.58024233e+03  4.57575143e+03  6.40863076e+03 
 1.90546072e+06  4.72763084e+03  6.35811455e+03 -6.56415627e+02 -1.37371501e+02  1.45635862e+03  3.02167745e+02  1.32733815e+03  5.78816451e+02 -4.72185147e+03 -2.02126216e+03 -2.64515513e+03 -3.55772918e+03  4.73514529e+03  6.36832258e+03 
 1.94984460e+06  4.88386252e+03  6.31420068e+03 -6.57658771e+02 -1.34495863e+02  1.45907281e+03  2.95830078e+02  1.33506508e+03  5.67760707e+02 -4.74820895e+03 -1.98197063e+03 -2.73257070e+03 -3.53316375e+03  4.89162611e+03  6.32434054e+03 
 1.99526231e+06  5.03708063e+03  6.26681678e+03 -6.58850368e+02 -1.31669514e+02  1.46167430e+03  2.89601552e+02  1.34248986e+03  5.56825138e+02 -4.77350857e+03 -1.94314079e+03 -2.81830011e+03 -3.50665686e+03  5.04508857e+03  6.27688295e+03 
 2.04173794e+06  5.18719316e+03  6.21616109e+03 -6.59992372e+02 -1.28892313e+02  1.46416738e+03  2.83481810e+02  1.34962240e+03  5.46014637e+02 -4.79778668e+03 -1.90478846e+03 -2.90229187e+03 -3.47831942e+03  5.19544049e+03  6.22614840e+03 
 2.08929613e+06  5.33412078e+03  6.16243126e+03 -6.61086679e+02 -1.26164066e+02  1.46655621e+03  2.77470381e+02  1.35647242e+03  5.35333587e+02 -4.82107895e+03 -1.86692763e+03 -2.98450161e+03 -3.44826204e+03  5.34260243e+03  6.17233485e+03 
 2.13796209e+06  5.47779649e+03  6.10582358e+03 -6.62135127e+02 -1.23484531e+02  1.46884480e+03  2.71566688e+02  1.36304951e+03  5.24785889e+02 -4.84342030e+03 -1.82957058e+03 -3.06489182e+03 -3.41659454e+03  5.48650727e+03  6.11563889e+03 
 2.18776162e+06  5.61816507e+03  6.04653223e+03 -6.63139497e+02 -1.20853419e+02  1.47103708e+03  2.65770057e+02  1.36936306e+03  5.14374991e+02 -4.86484490e+03 -1.79272797e+03 -3.14343161e+03 -3.38342558e+03  5.62709971e+03  6.05625502e+03 
 2.23872114e+06  5.75518258e+03  5.98474868e+03 -6.64101511e+02 -1.18270402e+02  1.47313680e+03  2.60079726e+02  1.37542225e+03  5.04103911e+02 -4.88538613e+03 -1.75640895e+03 -3.22009640e+03 -3.34886228e+03  5.76433573e+03  5.99437502e+03 
 2.29086765e+06  5.88881584e+03  5.92066106e+03 -6.65022837e+02 -1.15735110e+02  1.47514762e+03  2.54494848e+02  1.38123607e+03  4.93975263e+02 -4.90507655e+03 -1.72062125e+03 -3.29486762e+03 -3.31300993e+03  5.89818211e+03  5.93018731e+03 
 2.34422882e+06  6.01904184e+03  5.85445367e+03 -6.65905085e+02 -1.13247143e+02  1.47707307e+03  2.49014504e+02  1.38681331e+03  4.83991282e+02 -4.92394787e+03 -1.68537127e+03 -3.36773240e+03 -3.27597164e+03  6.02861581e+03  5.86387651e+03 
 2.39883292e+06  6.14584720e+03  5.78630650e+03 -6.66749814e+02 -1.10806064e+02  1.47891655e+03  2.43637705e+02  1.39216253e+03  4.74153845e+02 -4.94203097e+03 -1.65066417e+03 -3.43868324e+03 -3.23784812e+03  6.15562339e+03  5.79562287e+03 
 2.45470892e+06  6.26922753e+03  5.71639481e+03 -6.67558527e+02 -1.08411412e+02  1.48068137e+03  2.38363403e+02  1.39729210e+03  4.64464496e+02 -4.95935584e+03 -1.61650394e+03 -3.50771769e+03 -3.19873744e+03  6.27920050e+03  5.72560193e+03 
 2.51188643e+06  6.38918691e+03  5.64488878e+03 -6.68332675e+02 -1.06062698e+02  1.48237069e+03  2.33190493e+02  1.40221012e+03  4.54924468e+02 -4.97595162e+03 -1.58289351e+03 -3.57483804e+03 -3.15873483e+03  6.39935120e+03  5.65398417e+03 
 2.57039578e+06  6.50573726e+03  5.57195324e+03 -6.69073659e+02 -1.03759408e+02  1.48398759e+03  2.28117820e+02  1.40692452e+03  4.45534701e+02 -4.99184657e+03 -1.54983482e+03 -3.64005095e+03 -3.11793250e+03  6.51608743e+03  5.58093465e+03 
 2.63026799e+06  6.61889777e+03  5.49774738e+03 -6.69782829e+02 -1.01501010e+02  1.48553501e+03  2.23144185e+02  1.41144296e+03  4.36295863e+02 -5.00706809e+03 -1.51732885e+03 -3.70336716e+03 -3.07641955e+03  6.62942842e+03  5.50661285e+03 
 2.69153480e+06  6.72869433e+03  5.42242458e+03 -6.70461485e+02 -9.92869518e+01  1.48701579e+03  2.18268350e+02  1.41577291e+03  4.27208370e+02 -5.02164272e+03 -1.48537575e+03 -3.76480116e+03 -3.03428180e+03  6.73940009e+03  5.43117238e+03 
 2.75422870e+06  6.83515898e+03  5.34613227e+03 -6.71110882e+02 -9.71166653e+01  1.48843269e+03  2.13489041e+02  1.41992160e+03  4.18272400e+02 -5.03559611e+03 -1.45397487e+03 -3.82437087e+03 -2.99160173e+03  6.84603454e+03  5.35476090e+03 
 2.81838293e+06  6.93832933e+03  5.26901178e+03 -6.71732227e+02 -9.49895677e+01  1.48978834e+03  2.08804954e+02  1.42389604e+03  4.09487918e+02 -5.04895311e+03 -1.42312483e+03 -3.88209734e+03 -2.94845843e+03  6.94936943e+03  5.27751997e+03 
 2.88403150e+06  7.03824806e+03  5.19119829e+03 -6.72326681e+02 -9.29050639e+01  1.49108529e+03  2.04214759e+02  1.42770302e+03  4.00854684e+02 -5.06173770e+03 -1.39282360e+03 -3.93800444e+03 -2.90492754e+03  7.04944752e+03  5.19958499e+03 
 2.95120923e+06  7.13496240e+03  5.11282080e+03 -6.72895364e+02 -9.08625480e+01  1.49232597e+03  1.99717106e+02  1.43134911e+03  3.92372272e+02 -5.07397305e+03 -1.36306849e+03 -3.99211861e+03 -2.86108124e+03  7.14631612e+03  5.12108516e+03 
 3.01995172e+06  7.22852366e+03  5.03400211e+03 -6.73439350e+02 -8.88614052e+01  1.49351274e+03  1.95310621e+02  1.43484067e+03  3.84040085e+02 -5.08568151e+03 -1.33385630e+03 -4.04446855e+03 -2.81698825e+03  7.24002660e+03  5.04214349e+03 
 3.09029543e+06  7.31898672e+03  4.95485886e+03 -6.73959675e+02 -8.69010131e+01  1.49464786e+03  1.90993919e+02  1.43818383e+03  3.75857369e+02 -5.09688464e+03 -1.30518329e+03 -4.09508497e+03 -2.77271384e+03  7.33063393e+03  4.96287681e+03 
 3.16227766e+06  7.40640959e+03  4.87550159e+03 -6.74457332e+02 -8.49807433e+01  1.49573350e+03  1.86765601e+02  1.44138453e+03  3.67823223e+02 -5.10760324e+03 -1.27704526e+03 -4.14400033e+03 -2.72831986e+03  7.41819625e+03  4.88339582e+03 
 3.23593657e+06  7.49085305e+03  4.79603481e+03 -6.74933278e+02 -8.30999628e+01  1.49677176e+03  1.82624259e+02  1.44444851e+03  3.59936617e+02 -5.11785733e+03 -1.24943758e+03 -4.19124862e+03 -2.68386479e+03  7.50277438e+03  4.80380521e+03 
 3.31131121e+06  7.57238015e+03  4.71655709e+03 -6.75388430e+02 -8.12580349e+01  1.49776463e+03  1.78568478e+02  1.44738128e+03  3.52196397e+02 -5.12766620e+03 -1.22235526e+03 -4.23686515e+03 -2.63940378e+03  7.58443151e+03  4.72420370e+03 
 3.38844156e+06  7.65105592e+03  4.63716119e+03 -6.75823670e+02 -7.94543208e+01  1.49871404e+03  1.74596838e+02  1.45018819e+03  3.44601302e+02 -5.13704841e+03 -1.19579294e+03 -4.28088628e+03 -2.59498875e+03  7.66323277e+03  4.64468421e+03 
 3.46736850e+06  7.72694697e+03  4.55793419e+03 -6.76239845e+02 -7.76881806e+01  1.49962185e+03  1.70707919e+02  1.45287438e+03  3.37149969e+02 -5.14602182e+03 -1.16974498e+03 -4.32334929e+03 -2.55066842e+03  7.73924486e+03  4.56533395e+03 
 3.54813389e+06  7.80012118e+03  4.47895764e+03 -6.76637767e+02 -7.59589737e+01  1.50048983e+03  1.66900299e+02  1.45544479e+03  3.29840947e+02 -5.15460362e+03 -1.14420545e+03 -4.36429216e+03 -2.50648842e+03  7.81253578e+03  4.48623462e+03 
 3.63078055e+06  7.87064740e+03  4.40030771e+03 -6.77018218e+02 -7.42660606e+01  1.50131967e+03  1.63172559e+02  1.45790419e+03  3.22672704e+02 -5.16281033e+03 -1.11916817e+03 -4.40375340e+03 -2.46249139e+03  7.88317448e+03  4.40746250e+03 
 3.71535229e+06  7.93859513e+03  4.32205538e+03 -6.77381945e+02 -7.26088030e+01  1.50211303e+03  1.59523285e+02  1.46025719e+03  3.15643636e+02 -5.17065781e+03 -1.09462677e+03 -4.44177193e+03 -2.41871704e+03  7.95123059e+03  4.32908868e+03 
 3.80189396e+06  8.00403432e+03  4.24426659e+03 -6.77729667e+02 -7.09865651e+01  1.50287146e+03  1.55951067e+02  1.46250821e+03  3.08752073e+02 -5.17816133e+03 -1.07057468e+03 -4.47838685e+03 -2.37520227e+03  8.01677415e+03  4.25117922e+03 
 3.89045145e+06  8.06703507e+03  4.16700243e+03 -6.78062072e+02 -6.93987138e+01  1.50359648e+03  1.52454503e+02  1.46466148e+03  3.01996291e+02 -5.18533552e+03 -1.04700516e+03 -4.51363741e+03 -2.33198127e+03  8.07987539e+03  4.17379529e+03 
 3.98107171e+06  8.12766747e+03  4.09031932e+03 -6.78379820e+02 -6.78446199e+01  1.50428951e+03  1.49032198e+02  1.46672112e+03  2.95374513e+02 -5.19219445e+03 -1.02391134e+03 -4.54756282e+03 -2.28908561e+03  8.14060450e+03  4.09699343e+03 
 4.07380278e+06  8.18600135e+03  4.01426923e+03 -6.78683546e+02 -6.63236581e+01  1.50495195e+03  1.45682768e+02  1.46869104e+03  2.88884920e+02 -5.19875163e+03 -1.00128625e+03 -4.58020214e+03 -2.24654438e+03  8.19903142e+03  4.02082566e+03 
 4.16869383e+06  8.24210611e+03  3.93889981e+03 -6.78973855e+02 -6.48352081e+01  1.50558512e+03  1.42404840e+02  1.47057504e+03  2.82525657e+02 -5.20502000e+03 -9.79122792e+02 -4.61159422e+03 -2.20438424e+03  8.25522567e+03  3.94533974e+03 
 4.26579519e+06  8.29605060e+03  3.86425464e+03 -6.79251331e+02 -6.33786545e+01  1.50619029e+03  1.39197053e+02  1.47237673e+03  2.76294836e+02 -5.21101199e+03 -9.57413813e+02 -4.64177757e+03 -2.16262958e+03  8.30925620e+03  3.87057931e+03 
 4.36515832e+06  8.34790291e+03  3.79037338e+03 -6.79516529e+02 -6.19533877e+01  1.50676867e+03  1.36058057e+02  1.47409961e+03  2.70190541e+02 -5.21673954e+03 -9.36152090e+02 -4.67079029e+03 -2.12130261e+03  8.36119121e+03  3.79658408e+03 
 4.46683592e+06  8.39773030e+03  3.71729197e+03 -6.79769985e+02 -6.05588043e+01  1.50732144e+03  1.32986518e+02  1.47574704e+03  2.64210837e+02 -5.22221406e+03 -9.15330357e+02 -4.69867002e+03 -2.08042343e+03  8.41109807e+03  3.72339008e+03 
 4.57088190e+06  8.44559903e+03  3.64504283e+03 -6.80012211e+02 -5.91943071e+01  1.50784971e+03  1.29981114e+02  1.47732221e+03  2.58353769e+02 -5.22744651e+03 -8.94941315e+02 -4.72545383e+03 -2.04001019e+03  8.45904316e+03  3.65102975e+03 
 4.67735141e+06  8.49157431e+03  3.57365499e+03 -6.80243695e+02 -5.78593055e+01  1.50835455e+03  1.27040539e+02  1.47882823e+03  2.52617371e+02 -5.23244741e+03 -8.74977650e+02 -4.75117820e+03 -2.00007914e+03  8.50509177e+03  3.57953220e+03 
 4.78630092e+06  8.53572019e+03  3.50315434e+03 -6.80464908e+02 -5.65532161e+01  1.50883698e+03  1.24163505e+02  1.48026806e+03  2.46999667e+02 -5.23722682e+03 -8.55432040e+02 -4.77587898e+03 -1.96064478e+03  8.54930807e+03  3.50892334e+03 
 4.89778819e+06  8.57809947e+03  3.43356374e+03 -6.80676298e+02 -5.52754626e+01  1.50929798e+03  1.21348736e+02  1.48164453e+03  2.41498676e+02 -5.24179438e+03 -8.36297172e+02 -4.79959129e+03 -1.92171990e+03  8.59175494e+03  3.43922609e+03 
 5.01187234e+06  8.61877365e+03  3.36490324e+03 -6.80878297e+02 -5.40254762e+01  1.50973850e+03  1.18594976e+02  1.48296037e+03  2.36112413e+02 -5.24615933e+03 -8.17565746e+02 -4.82234957e+03 -1.88331573e+03  8.63249400e+03  3.37046050e+03 
 5.12861384e+06  8.65780291e+03  3.29719019e+03 -6.81071317e+02 -5.28026956e+01  1.51015944e+03  1.15900984e+02  1.48421819e+03  2.30838895e+02 -5.25033054e+03 -7.99230490e+02 -4.84418747e+03 -1.84544198e+03  8.67158551e+03  3.30264399e+03 
 5.24807460e+06  8.69524599e+03  3.23043945e+03 -6.81255751e+02 -5.16065675e+01  1.51056164e+03  1.13265536e+02  1.48542051e+03  2.25676141e+02 -5.25431647e+03 -7.81284164e+02 -4.86513786e+03 -1.80810697e+03  8.70908832e+03  3.23579142e+03 
 5.37031796e+06  8.73116022e+03  3.16466350e+03 -6.81431978e+02 -5.04365464e+01  1.51094595e+03  1.10687428e+02  1.48656972e+03  2.20622178e+02 -5.25812524e+03 -7.63719570e+02 -4.88523282e+03 -1.77131770e+03  8.74505984e+03  3.16991531e+03 
 5.49540874e+06  8.76560149e+03  3.09987263e+03 -6.81600358e+02 -4.92920947e+01  1.51131313e+03  1.08165472e+02  1.48766812e+03  2.15675039e+02 -5.26176463e+03 -7.46529561e+02 -4.90450362e+03 -1.73507992e+03  8.77955604e+03  3.10502594e+03 
 5.62341325e+06  8.79862417e+03  3.03607503e+03 -6.81761237e+02 -4.81726832e+01  1.51166396e+03  1.05698498e+02  1.48871793e+03  2.10832769e+02 -5.26524207e+03 -7.29707041e+02 -4.92298069e+03 -1.69939824e+03  8.81263141e+03  3.04113155e+03 
 5.75439937e+06  8.83028119e+03  2.97327698e+03 -6.81914946e+02 -4.70777907e+01  1.51199915e+03  1.03285355e+02  1.48972125e+03  2.06093423e+02 -5.26856469e+03 -7.13244978e+02 -4.94069363e+03 -1.66427616e+03  8.84433892e+03  2.97823842e+03 
 5.88843655e+06  8.86062394e+03  2.91148294e+03 -6.82061801e+02 -4.60069042e+01  1.51231939e+03  1.00924909e+02  1.49068012e+03  2.01455072e+02 -5.27173931e+03 -6.97136405e+02 -4.95767120e+03 -1.62971620e+03  8.87473007e+03  2.91635101e+03 
 6.02559586e+06  8.88970234e+03  2.85069568e+03 -6.82202106e+02 -4.49595192e+01  1.51262535e+03  9.86160456e+01  1.49159647e+03  1.96915802e+02 -5.27477245e+03 -6.81374424e+02 -4.97394134e+03 -1.59571991e+03  8.90385485e+03  2.85547211e+03 
 6.16595002e+06  8.91756480e+03  2.79091643e+03 -6.82336150e+02 -4.39351394e+01  1.51291765e+03  9.63576685e+01  1.49247215e+03  1.92473715e+02 -5.27767034e+03 -6.65952214e+02 -4.98953113e+03 -1.56228799e+03  8.93176176e+03  2.79560294e+03 
 6.30957344e+06  8.94425826e+03  2.73214496e+03 -6.82464210e+02 -4.29332767e+01  1.51319690e+03  9.41486993e+01  1.49330896e+03  1.88126932e+02 -5.28043897e+03 -6.50863029e+02 -5.00446684e+03 -1.52942031e+03  8.95849780e+03  2.73674328e+03 
 6.45654229e+06  8.96982817e+03  2.67437967e+03 -6.82586551e+02 -4.19534514e+01  1.51346367e+03  9.19880782e+01  1.49410859e+03  1.83873595e+02 -5.28308405e+03 -6.36100208e+02 -5.01877389e+03 -1.49711601e+03  8.98410851e+03  2.67889155e+03 
 6.60693448e+06  8.99431854e+03  2.61761777e+03 -6.82703426e+02 -4.09951922e+01  1.51371853e+03  8.98747637e+01  1.49487267e+03  1.79711863e+02 -5.28561104e+03 -6.21657171e+02 -5.03247692e+03 -1.46537350e+03  9.00863795e+03  2.62204492e+03 
 6.76082975e+06  9.01777194e+03  2.56185527e+03 -6.82815078e+02 -4.00580359e+01  1.51396199e+03  8.78077325e+01  1.49560277e+03  1.75639918e+02 -5.28802517e+03 -6.07527426e+02 -5.04559972e+03 -1.43419059e+03  9.03212876e+03  2.56619944e+03 
 6.91830971e+06  9.04022951e+03  2.50708717e+03 -6.82921739e+02 -3.91415276e+01  1.51419457e+03  8.57859795e+01  1.49630037e+03  1.71655966e+02 -5.29033145e+03 -5.93704568e+02 -5.05816534e+03 -1.40356448e+03  9.05462215e+03  2.51135007e+03 
 7.07945784e+06  9.06173099e+03  2.45330748e+03 -6.83023630e+02 -3.82452206e+01  1.51441674e+03  8.38085173e+01  1.49696691e+03  1.67758232e+02 -5.29253465e+03 -5.80182285e+02 -5.07019601e+03 -1.37349182e+03  9.07615794e+03  2.45749082e+03 
 7.24435960e+06  9.08231479e+03  2.40050933e+03 -6.83120964e+02 -3.73686762e+01  1.51462898e+03  8.18743769e+01  1.49760376e+03  1.63944968e+02 -5.29463935e+03 -5.66954354e+02 -5.08171321e+03 -1.34396878e+03  9.09677458e+03  2.40461483e+03 
 7.41310241e+06  9.10201794e+03  2.34868504e+03 -6.83213942e+02 -3.65114639e+01  1.51483172e+03  7.99826065e+01  1.49821223e+03  1.60214447e+02 -5.29664993e+03 -5.54014647e+02 -5.09273766e+03 -1.31499109e+03  9.11650916e+03  2.35271440e+03 
 7.58577575e+06  9.12087618e+03  2.29782620e+03 -6.83302759e+02 -3.56731612e+01  1.51502538e+03  7.81322723e+01  1.49879356e+03  1.56564969e+02 -5.29857056e+03 -5.41357128e+02 -5.10328937e+03 -1.28655403e+03  9.13539749e+03  2.30178111e+03 
 7.76247117e+06  9.13892396e+03  2.24792373e+03 -6.83387599e+02 -3.48533533e+01  1.51521037e+03  7.63224578e+01  1.49934896e+03  1.52994857e+02 -5.30040524e+03 -5.28975857e+02 -5.11338760e+03 -1.25865254e+03  9.15347407e+03  2.25180586e+03 
 7.94328235e+06  9.15619449e+03  2.19896795e+03 -6.83468641e+02 -3.40516335e+01  1.51538708e+03  7.45522634e+01  1.49987958e+03  1.49502460e+02 -5.30215781e+03 -5.16864988e+02 -5.12305095e+03 -1.23128121e+03  9.17077215e+03  2.20277897e+03 
 8.12830516e+06  9.17271974e+03  2.15094863e+03 -6.83546053e+02 -3.32676026e+01  1.51555587e+03  7.28208070e+01  1.50038651e+03  1.46086151e+02 -5.30383190e+03 -5.05018773e+02 -5.13229729e+03 -1.20443433e+03  9.18732377e+03  2.15469020e+03 
 8.31763771e+06  9.18853052e+03  2.10385505e+03 -6.83619996e+02 -3.25008693e+01  1.51571710e+03  7.11272230e+01  1.50087079e+03  1.42744331e+02 -5.30543103e+03 -4.93431556e+02 -5.14114387e+03 -1.17810593e+03  9.20315978e+03  2.10752881e+03 
 8.51138038e+06  9.20365648e+03  2.05767607e+03 -6.83690627e+02 -3.17510498e+01  1.51587110e+03  6.94706625e+01  1.50133345e+03  1.39475423e+02 -5.30695852e+03 -4.82097779e+02 -5.14960727e+03 -1.15228976e+03  9.21830987e+03  2.06128365e+03 
