 frequency       v(finalp,finaln) v(finalp,finaln)
 8.12830516e+07  4.96659246e+03  2.36788056e+02 
 8.31763771e+07  4.97335526e+03  2.27298456e+02 
 8.51138038e+07  4.97956177e+03  2.17919085e+02 
 8.70963590e+07  4.98526276e+03  2.08664377e+02 
 8.91250938e+07  4.99050433e+03  1.99544162e+02 
 9.12010839e+07  4.99532822e+03  1.90564561e+02 
 9.33254301e+07  4.99977215e+03  1.81728770e+02 
 9.54992586e+07  5.00387016e+03  1.73037675e+02 
 9.77237221e+07  5.00765296e+03  1.64490341e+02 
 1.00000000e+08  5.01114823e+03  1.56084430e+02 
 1.02329299e+08  5.01438094e+03  1.47816514e+02 
 1.04712855e+08  5.01737359e+03  1.39682343e+02 
 1.07151931e+08  5.02014649e+03  1.31677040e+02 
 1.09647820e+08  5.02271796e+03  1.23795308e+02 
 1.12201845e+08  5.02510456e+03  1.16031490e+02 
 1.14815362e+08  5.02732123e+03  1.08379747e+02 
 1.17489755e+08  5.02938152e+03  1.00834101e+02 
 1.20226443e+08  5.03129767e+03  9.33885032e+01 
 1.23026877e+08  5.03308079e+03  8.60368931e+01 
 1.25892541e+08  5.03474093e+03  7.87732352e+01 
 1.28824955e+08  5.03628723e+03  7.15915287e+01 
 1.31825674e+08  5.03772801e+03  6.44858644e+01 
 1.34896288e+08  5.03907080e+03  5.74504084e+01 
 1.38038426e+08  5.04032249e+03  5.04794208e+01 
 1.41253754e+08  5.04148933e+03  4.35672856e+01 
 1.44543977e+08  5.04257703e+03  3.67084624e+01 
 1.47910839e+08  5.04359079e+03  2.98975576e+01 
 1.51356125e+08  5.04453535e+03  2.31292571e+01 
 1.54881662e+08  5.04541508e+03  1.63983697e+01 
 1.58489319e+08  5.04623392e+03  9.69980060e+00 
 1.62181010e+08  5.04699550e+03  3.02855660e+00 
 1.65958691e+08  5.04770314e+03 -3.62025701e+00 
 1.69824365e+08  5.04835986e+03 -1.02514501e+01 
 1.73780083e+08  5.04896843e+03 -1.68697375e+01 
 1.77827941e+08  5.04953139e+03 -2.34797652e+01 
 1.81970086e+08  5.05005105e+03 -3.00860965e+01 
 1.86208714e+08  5.05052951e+03 -3.66932293e+01 
 1.90546072e+08  5.05096869e+03 -4.33055956e+01 
 1.94984460e+08  5.05137039e+03 -4.99275707e+01 
 1.99526231e+08  5.05173617e+03 -5.65634768e+01 
 2.04173794e+08  5.05206747e+03 -6.32175869e+01 
 2.08929613e+08  5.05236563e+03 -6.98941335e+01 
 2.13796209e+08  5.05263182e+03 -7.65973094e+01 
 2.18776162e+08  5.05286711e+03 -8.33312784e+01 
 2.23872114e+08  5.05307245e+03 -9.01001738e+01 
 2.29086765e+08  5.05324868e+03 -9.69081017e+01 
 2.34422882e+08  5.05339658e+03 -1.03759157e+02 
 2.39883292e+08  5.05351678e+03 -1.10657407e+02 
 2.45470892e+08  5.05360987e+03 -1.17606927e+02 
 2.51188643e+08  5.05367631e+03 -1.24611764e+02 
 2.57039578e+08  5.05371651e+03 -1.31675977e+02 
 2.63026799e+08  5.05373080e+03 -1.38803631e+02 
 2.69153480e+08  5.05371943e+03 -1.45998767e+02 
 2.75422870e+08  5.05368259e+03 -1.53265464e+02 
 2.81838293e+08  5.05362037e+03 -1.60607798e+02 
 2.88403150e+08  5.05353283e+03 -1.68029854e+02 
 2.95120923e+08  5.05341994e+03 -1.75535753e+02 
 3.01995172e+08  5.05328162e+03 -1.83129618e+02 
 3.09029543e+08  5.05311771e+03 -1.90815615e+02 
 3.16227766e+08  5.05292802e+03 -1.98597899e+02 
 3.23593657e+08  5.05271226e+03 -2.06480701e+02 
 3.31131121e+08  5.05247011e+03 -2.14468263e+02 
 3.38844156e+08  5.05220117e+03 -2.22564838e+02 
 3.46736850e+08  5.05190499e+03 -2.30774759e+02 
 3.54813389e+08  5.05158106e+03 -2.39102383e+02 
 3.63078055e+08  5.05122881e+03 -2.47552090e+02 
 3.71535229e+08  5.05084761e+03 -2.56128324e+02 
 3.80189396e+08  5.05043676e+03 -2.64835589e+02 
 3.89045145e+08  5.04999551e+03 -2.73678394e+02 
 3.98107171e+08  5.04952304e+03 -2.82661343e+02 
 4.07380278e+08  5.04901847e+03 -2.91789083e+02 
 4.16869383e+08  5.04848086e+03 -3.01066310e+02 
 4.26579519e+08  5.04790919e+03 -3.10497780e+02 
 4.36515832e+08  5.04730240e+03 -3.20088315e+02 
 4.46683592e+08  5.04665934e+03 -3.29842795e+02 
 4.57088190e+08  5.04597879e+03 -3.39766169e+02 
 4.67735141e+08  5.04525947e+03 -3.49863448e+02 
 4.78630092e+08  5.04450002e+03 -3.60139720e+02 
 4.89778819e+08  5.04369900e+03 -3.70600142e+02 
 5.01187234e+08  5.04285491e+03 -3.81249939e+02 
 5.12861384e+08  5.04196616e+03 -3.92094420e+02 
 5.24807460e+08  5.04103108e+03 -4.03138966e+02 
 5.37031796e+08  5.04004790e+03 -4.14389039e+02 
 5.49540874e+08  5.03901479e+03 -4.25850182e+02 
 5.62341325e+08  5.03792982e+03 -4.37528022e+02 
 5.75439937e+08  5.03679095e+03 -4.49428276e+02 
 5.88843655e+08  5.03559608e+03 -4.61556743e+02 
 6.02559586e+08  5.03434297e+03 -4.73919313e+02 
 6.16595002e+08  5.03302932e+03 -4.86521971e+02 
 6.30957344e+08  5.03165269e+03 -4.99370791e+02 
 6.45654229e+08  5.03021054e+03 -5.12471946e+02 
 6.60693448e+08  5.02870024e+03 -5.25831706e+02 
 6.76082975e+08  5.02711900e+03 -5.39456440e+02 
 6.91830971e+08  5.02546394e+03 -5.53352617e+02 
 7.07945784e+08  5.02373204e+03 -5.67526812e+02 
 7.24435960e+08  5.02192016e+03 -5.81985708e+02 
 7.41310241e+08  5.02002502e+03 -5.96736086e+02 
 7.58577575e+08  5.01804318e+03 -6.11784847e+02 
 7.76247117e+08  5.01597109e+03 -6.27138997e+02 
 7.94328235e+08  5.01380501e+03 -6.42805657e+02 
 8.12830516e+08  5.01154106e+03 -6.58792060e+02 
 8.31763771e+08  5.00917520e+03 -6.75105561e+02 
 8.51138038e+08  5.00670320e+03 -6.91753629e+02 
 8.70963590e+08  5.00412067e+03 -7.08743854e+02 
 8.91250938e+08  5.00142302e+03 -7.26083949e+02 
 9.12010839e+08  4.99860549e+03 -7.43781750e+02 
 9.33254301e+08  4.99566308e+03 -7.61845216e+02 
 9.54992586e+08  4.99259061e+03 -7.80282434e+02 
 9.77237221e+08  4.98938268e+03 -7.99101618e+02 
 1.00000000e+09  4.98603364e+03 -8.18311113e+02 
 1.02329299e+09  4.98253764e+03 -8.37919391e+02 
 1.04712855e+09  4.97888854e+03 -8.57935054e+02 
 1.07151931e+09  4.97507998e+03 -8.78366839e+02 
 1.09647820e+09  4.97110530e+03 -8.99223614e+02 
 1.12201845e+09  4.96695758e+03 -9.20514378e+02 
 1.14815362e+09  4.96262961e+03 -9.42248265e+02 
 1.17489755e+09  4.95811386e+03 -9.64434542e+02 
 1.20226443e+09  4.95340249e+03 -9.87082606e+02 
 1.23026877e+09  4.94848733e+03 -1.01020199e+03 
 1.25892541e+09  4.94335986e+03 -1.03380235e+03 
 1.28824955e+09  4.93801122e+03 -1.05789349e+03 
 1.31825674e+09  4.93243214e+03 -1.08248533e+03 
 1.34896288e+09  4.92661299e+03 -1.10758791e+03 
 1.38038426e+09  4.92054372e+03 -1.13321142e+03 
 1.41253754e+09  4.91421386e+03 -1.15936614e+03 
 1.44543977e+09  4.90761248e+03 -1.18606249e+03 
 1.47910839e+09  4.90072822e+03 -1.21331101e+03 
 1.51356125e+09  4.89354921e+03 -1.24112235e+03 
 1.54881662e+09  4.88606311e+03 -1.26950725e+03 
 1.58489319e+09  4.87825703e+03 -1.29847659e+03 
 1.62181010e+09  4.87011755e+03 -1.32804130e+03 
 1.65958691e+09  4.86163070e+03 -1.35821245e+03 
 1.69824365e+09  4.85278189e+03 -1.38900116e+03 
 1.73780083e+09  4.84355596e+03 -1.42041866e+03 
 1.77827941e+09  4.83393708e+03 -1.45247623e+03 
 1.81970086e+09  4.82390877e+03 -1.48518521e+03 
 1.86208714e+09  4.81345387e+03 -1.51855702e+03 
 1.90546072e+09  4.80255450e+03 -1.55260311e+03 
 1.94984460e+09  4.79119202e+03 -1.58733496e+03 
 1.99526231e+09  4.77934704e+03 -1.62276407e+03 
 2.04173794e+09  4.76699935e+03 -1.65890199e+03 
 2.08929613e+09  4.75412790e+03 -1.69576021e+03 
 2.13796209e+09  4.74071078e+03 -1.73335027e+03 
 2.18776162e+09  4.72672516e+03 -1.77168364e+03 
 2.23872114e+09  4.71214728e+03 -1.81077177e+03 
 2.29086765e+09  4.69695238e+03 -1.85062604e+03 
 2.34422882e+09  4.68111468e+03 -1.89125776e+03 
 2.39883292e+09  4.66460736e+03 -1.93267816e+03 
 2.45470892e+09  4.64740245e+03 -1.97489834e+03 
 2.51188643e+09  4.62947086e+03 -2.01792929e+03 
 2.57039578e+09  4.61078226e+03 -2.06178182e+03 
 2.63026799e+09  4.59130509e+03 -2.10646661e+03 
 2.69153480e+09  4.57100645e+03 -2.15199409e+03 
 2.75422870e+09  4.54985208e+03 -2.19837450e+03 
 2.81838293e+09  4.52780628e+03 -2.24561780e+03 
 2.88403150e+09  4.50483186e+03 -2.29373369e+03 
 2.95120923e+09  4.48089004e+03 -2.34273155e+03 
 3.01995172e+09  4.45594040e+03 -2.39262038e+03 
 3.09029543e+09  4.42994080e+03 -2.44340882e+03 
 3.16227766e+09  4.40284728e+03 -2.49510506e+03 
 3.23593657e+09  4.37461397e+03 -2.54771681e+03 
 3.31131121e+09  4.34519302e+03 -2.60125125e+03 
 3.38844156e+09  4.31453446e+03 -2.65571498e+03 
 3.46736850e+09  4.28258612e+03 -2.71111393e+03 
 3.54813389e+09  4.24929350e+03 -2.76745335e+03 
 3.63078055e+09  4.21459964e+03 -2.82473765e+03 
 3.71535229e+09  4.17844499e+03 -2.88297041e+03 
 3.80189396e+09  4.14076726e+03 -2.94215420e+03 
 3.89045145e+09  4.10150129e+03 -3.00229055e+03 
 3.98107171e+09  4.06057888e+03 -3.06337978e+03 
 4.07380278e+09  4.01792860e+03 -3.12542092e+03 
 4.16869383e+09  3.97347561e+03 -3.18841151e+03 
 4.26579519e+09  3.92714149e+03 -3.25234750e+03 
 4.36515832e+09  3.87884401e+03 -3.31722304e+03 
 4.46683592e+09  3.82849693e+03 -3.38303028e+03 
 4.57088190e+09  3.77600974e+03 -3.44975919e+03 
 4.67735141e+09  3.72128745e+03 -3.51739724e+03 
 4.78630092e+09  3.66423030e+03 -3.58592920e+03 
 4.89778819e+09  3.60473353e+03 -3.65533683e+03 
 5.01187234e+09  3.54268706e+03 -3.72559847e+03 
 5.12861384e+09  3.47797518e+03 -3.79668876e+03 
 5.24807460e+09  3.41047631e+03 -3.86857814e+03 
 5.37031796e+09  3.34006258e+03 -3.94123245e+03 
 5.49540874e+09  3.26659958e+03 -4.01461235e+03 
 5.62341325e+09  3.18994595e+03 -4.08867280e+03 
 5.75439937e+09  3.10995304e+03 -4.16336239e+03 
 5.88843655e+09  3.02646456e+03 -4.23862261e+03 
 6.02559586e+09  2.93931616e+03 -4.31438710e+03 
 6.16595002e+09  2.84833509e+03 -4.39058074e+03 
 6.30957344e+09  2.75333981e+03 -4.46711869e+03 
 6.45654229e+09  2.65413957e+03 -4.54390531e+03 
 6.60693448e+09  2.55053408e+03 -4.62083292e+03 
 6.76082975e+09  2.44231311e+03 -4.69778051e+03 
 6.91830971e+09  2.32925618e+03 -4.77461223e+03 
 7.07945784e+09  2.21113219e+03 -4.85117573e+03 
 7.24435960e+09  2.08769921e+03 -4.92730038e+03 
 7.41310241e+09  1.95870422e+03 -5.00279516e+03 
 7.58577575e+09  1.82388292e+03 -5.07744647e+03 
 7.76247117e+09  1.68295973e+03 -5.15101560e+03 
 7.94328235e+09  1.53564779e+03 -5.22323594e+03 
 8.12830516e+09  1.38164913e+03 -5.29380992e+03 
 8.31763771e+09  1.22065506e+03 -5.36240559e+03 
 8.51138038e+09  1.05234673e+03 -5.42865278e+03 
 8.70963590e+09  8.76395970e+02 -5.49213899e+03 
 8.91250938e+09  6.92466445e+02 -5.55240463e+03 
 9.12010839e+09  5.00215235e+02 -5.60893799e+03 
 9.33254301e+09  2.99294879e+02 -5.66116947e+03 
 9.54992586e+09  8.93560269e+01 -5.70846537e+03 
 9.77237221e+09 -1.29949204e+02 -5.75012094e+03 
 1.00000000e+10 -3.58962987e+02 -5.78535288e+03 
 1.02329299e+10 -5.98016504e+02 -5.81329099e+03 
 1.04712855e+10 -8.47423385e+02 -5.83296913e+03 
 1.07151931e+10 -1.10747162e+03 -5.84331542e+03 
 1.09647820e+10 -1.37841364e+03 -5.84314167e+03 
 1.12201845e+10 -1.66045415e+03 -5.83113195e+03 
 1.14815362e+10 -1.95373539e+03 -5.80583065e+03 
 1.17489755e+10 -2.25831913e+03 -5.76562979e+03 
 1.20226443e+10 -2.57416498e+03 -5.70875611e+03 
 1.23026877e+10 -2.90110415e+03 -5.63325797e+03 
 1.25892541e+10 -3.23880792e+03 -5.53699276e+03 
 1.28824955e+10 -3.58674987e+03 -5.41761520e+03 
 1.31825674e+10 -3.94416070e+03 -5.27256771e+03 
 1.34896288e+10 -4.30997459e+03 -5.09907380e+03 
 1.38038426e+10 -4.68276571e+03 -4.89413648e+03 
 1.41253754e+10 -5.06067354e+03 -4.65454358e+03 
 1.44543977e+10 -5.44131567e+03 -4.37688337e+03 
 1.47910839e+10 -5.82168706e+03 -4.05757403e+03 
 1.51356125e+10 -6.19804470e+03 -3.69291227e+03 
 1.54881662e+10 -6.56577793e+03 -3.27914743e+03 
 1.58489319e+10 -6.91926527e+03 -2.81258917e+03 
 1.62181010e+10 -7.25172098e+03 -2.28975865e+03 
 1.65958691e+10 -7.55503711e+03 -1.70759498e+03 
 1.69824365e+10 -7.81963118e+03 -1.06373061e+03 
 1.73780083e+10 -8.03431549e+03 -3.56850350e+02 
 1.77827941e+10 -8.18621175e+03  4.12851145e+02 
 1.81970086e+10 -8.26074563e+03  1.24310125e+03 
 1.86208714e+10 -8.24176788e+03  2.12886461e+03 
 1.90546072e+10 -8.11186341e+03  3.06154852e+03 
 1.94984460e+10 -7.85292391e+03  4.02812638e+03 
 1.99526231e+10 -7.44706986e+03  5.01024027e+03 
 2.04173794e+10 -6.87800826e+03  5.98339044e+03 
 2.08929613e+10 -6.13289304e+03  6.91637944e+03 
 2.13796209e+10 -5.20470394e+03  7.77124675e+03 
 2.18776162e+10 -4.09506297e+03  8.50399102e+03 
 2.23872114e+10 -2.81725679e+03  9.06640613e+03 
 2.29086765e+10 -1.39903362e+03  9.40931382e+03 
 2.34422882e+10  1.15474266e+02  9.48731580e+03 
 2.39883292e+10  1.66551687e+03  9.26487574e+03 
 2.45470892e+10  3.17600428e+03  8.72308626e+03 
 2.51188643e+10  4.56285324e+03  7.86596144e+03 
 2.57039578e+10  5.74135570e+03  6.72470077e+03 
 2.63026799e+10  6.63664334e+03  5.35833547e+03 
 2.69153480e+10  7.19441291e+03  3.84968583e+03 
 2.75422870e+10  7.38952099e+03  2.29663434e+03 
 2.81838293e+10  7.23021184e+03  8.00070297e+02 
 2.88403150e+10  6.75671409e+03 -5.49024511e+02 
 2.95120923e+10  6.03445013e+03 -1.68050866e+03 
 3.01995172e+10  5.14356737e+03 -2.55176935e+03 
 3.09029543e+10  4.16734302e+03 -3.14919403e+03 
 3.16227766e+10  3.18196155e+03 -3.48490812e+03 
 3.23593657e+10  2.24936895e+03 -3.59032458e+03 
 3.31131121e+10  1.41380062e+03 -3.50843471e+03 
 3.38844156e+10  7.01608240e+02 -3.28652393e+03 
 3.46736850e+10  1.23436886e+02 -2.97039350e+03 
 3.54813389e+10 -3.22342081e+02 -2.60050999e+03 
 3.63078055e+10 -6.45877228e+02 -2.20999465e+03 
 3.71535229e+10 -8.62399061e+02 -1.82407644e+03 
 3.80189396e+10 -9.89431404e+02 -1.46053986e+03 
 3.89045145e+10 -1.04474957e+03 -1.13073610e+03 
 3.98107171e+10 -1.04503387e+03 -8.40823397e+02 
 4.07380278e+10 -1.00509388e+03 -5.93012684e+02 
 4.16869383e+10 -9.37519079e+02 -3.86689210e+02 
 4.26579519e+10 -8.52621970e+02 -2.19351326e+02 
 4.36515832e+10 -7.58564426e+02 -8.73534257e+01 
 4.46683592e+10 -6.61585192e+02  1.35336162e+01 
 4.57088190e+10 -5.66271467e+02  8.77186500e+01 
 4.67735141e+10 -4.75837440e+02  1.39513541e+02 
 4.78630092e+10 -3.92387587e+02  1.72955167e+02 
 4.89778819e+10 -3.17152967e+02  1.91701333e+02 
 5.01187234e+10 -2.50695629e+02  1.98980171e+02 
