 frequency       v(finalp,finaln) v(finalp,finaln)
 5.12861384e+10 -1.63908343e+02  1.56983393e+02 
 5.24807460e+10 -1.23523224e+02  1.51987740e+02 
 5.37031796e+10 -8.95666081e+01  1.43195919e+02 
 5.49540874e+10 -6.15246491e+01  1.31918115e+02 
 5.62341325e+10 -3.88064684e+01  1.19202272e+02 
 5.75439937e+10 -2.07879756e+01  1.05866942e+02 
 5.88843655e+10 -6.84435436e+00  9.25337419e+01 
 6.02559586e+10  3.62667501e+00  7.96582011e+01 
 6.16595002e+10  1.11889937e+01  6.75582410e+01 
 6.30957344e+10  1.63580738e+01  5.64398768e+01 
 6.45654229e+10  1.95955148e+01  4.64199610e+01 
 6.60693448e+10  2.13070429e+01  3.75459611e+01 
 6.76082975e+10  2.18430779e+01  2.98128737e+01 
 6.91830971e+10  2.15011390e+01  2.31774530e+01 
 7.07945784e+10  2.05294975e+01  1.75699760e+01 
 7.24435960e+10  1.91316092e+01  1.29037925e+01 
 7.41310241e+10  1.74709552e+01  9.08291675e+00 
 7.58577575e+10  1.56760113e+01  6.00791669e+00 
 7.76247117e+10  1.38451323e+01  3.58034753e+00 
 7.94328235e+10  1.20512002e+01  1.70596050e+00 
 8.12830516e+10  1.03459343e+01  2.96899864e-01 
 8.31763771e+10  8.76379691e+00 -7.26919971e-01 
 8.51138038e+10  7.32546512e+00 -1.43708720e+00 
 8.70963590e+10  6.04085778e+00 -1.89646716e+00 
 8.91250938e+10  4.91172906e+00 -2.15935191e+00 
 9.12010839e+10  3.93385044e+00 -2.27187846e+00 
 9.33254301e+10  3.09881358e+00 -2.27262772e+00 
 9.54992586e+10  2.39549048e+00 -2.19333327e+00 
 9.77237221e+10  1.81119084e+00 -2.05964435e+00 
 1.00000000e+11  1.33255696e+00 -1.89189987e+00 
