 time            v(finalp)       v(finaln)      
 3.28050000e-10  3.26909854e+00  2.15455396e+00 
 3.29050000e-10  3.26821800e+00  2.15590398e+00 
 3.30050000e-10  3.26774341e+00  2.15693409e+00 
 3.31050000e-10  3.26761724e+00  2.15771331e+00 
 3.32050000e-10  3.26773432e+00  2.15835610e+00 
 3.33050000e-10  3.26793509e+00  2.15902786e+00 
 3.34050000e-10  3.26799329e+00  2.15995552e+00 
 3.35050000e-10  3.26758741e+00  2.16145248e+00 
 3.36050000e-10  3.26626151e+00  2.16395715e+00 
 3.37050000e-10  3.26335132e+00  2.16809587e+00 
 3.38050000e-10  3.25789752e+00  2.17475696e+00 
 3.39050000e-10  3.24858787e+00  2.18514323e+00 
 3.40050000e-10  3.23382420e+00  2.20074168e+00 
 3.41050000e-10  3.21201319e+00  2.22310892e+00 
 3.42050000e-10  3.18204087e+00  2.25344982e+00 
 3.43050000e-10  3.14367650e+00  2.29210695e+00 
 3.44050000e-10  3.09763421e+00  2.33820889e+00 
 3.45050000e-10  3.04527137e+00  2.38980473e+00 
 3.46050000e-10  2.98815392e+00  2.44445762e+00 
 3.47050000e-10  2.92774591e+00  2.49994528e+00 
 3.48050000e-10  2.86533475e+00  2.55470363e+00 
 3.49050000e-10  2.80210793e+00  2.60787797e+00 
 3.50050000e-10  2.73932367e+00  2.65906440e+00 
 3.51050000e-10  2.67836286e+00  2.70796595e+00 
 3.52050000e-10  2.62064143e+00  2.75416348e+00 
 3.53050000e-10  2.56748049e+00  2.79707945e+00 
 3.54050000e-10  2.51994075e+00  2.83610377e+00 
 3.55050000e-10  2.47870132e+00  2.87078138e+00 
 3.56050000e-10  2.44401670e+00  2.90095858e+00 
 3.57050000e-10  2.41577904e+00  2.92682148e+00 
 3.58050000e-10  2.39360843e+00  2.94883616e+00 
 3.59000000e-10  2.37764715e+00  2.96674573e+00 
 3.59100000e-10  2.37627549e+00  2.96845148e+00 
 3.59300000e-10  2.37364529e+00  2.97180526e+00 
 3.59650000e-10  2.36946258e+00  2.97746618e+00 
 3.60000000e-10  2.36580556e+00  2.98287362e+00 
 3.60070000e-10  2.36514660e+00  2.98392052e+00 
 3.60210000e-10  2.36387568e+00  2.98599276e+00 
 3.60490000e-10  2.36155180e+00  2.99003830e+00 
 3.61050000e-10  2.35773818e+00  2.99775843e+00 
 3.62050000e-10  2.35331038e+00  3.01048827e+00 
 3.63050000e-10  2.35136652e+00  3.02206979e+00 
 3.64050000e-10  2.35128695e+00  3.03268039e+00 
